X	Y	PC(38:1)	PA(44:0)	PC(38:0)
0	0	0.7277111289480235	1.0957845904521955	0.3597245405072784	
0	1	1.1020428062143774	1.074724650732347	0.6545556236296143	
0	2	0.3651101522709158	1.6481216912024417	0.510773011187452	
0	3	1.1349244423286426	0.704344211499879	1.0516560127929333	
0	4	0.9340389895527444	1.174794393726191	0.6237577287175656	
0	5	1.4591398474501764	0.9602876780149384	0.4525729485990303	
0	6	1.09143178983193	0.718574321167102	1.2056441305512062	
0	7	1.487880809718383	0.5065123166931247	0.4731587463028258	
0	8	1.0540963232603389	-0.0	1.8249564782726133	
0	9	1.3531623814034008	0.577301936770307	1.1021446273721882	
0	10	0.728440455737616	1.637614013059076	0.6107907114950151	
0	11	1.1337583794791672	1.2489061712329894	0.37370308224005455	
0	12	0.7282977589344689	1.9116225095394934	-0.0	
0	13	1.1084770685769079	0.9135717203698697	0.36670650724289955	
0	14	1.4565182981467788	0.5652414539363874	0.5404275542003022	
0	15	0.546150816153124	1.0186252246601164	0.6946749386852876	
0	16	1.2997219600800003	0.8894221612953398	-0.0	
0	17	1.0925223028023496	1.2712889748173941	0.2686544747302377	
0	18	0.7281281752483988	1.6471083363388772	0.2540935192625686	
0	19	1.3113478994859835	0.783074050574204	0.691535467859743	
0	20	1.6483516091559731	0.07739591305197505	1.1610887019355205	
0	21	1.2905987295686772	0.9956732690243821	0.49327069876048	
0	22	1.4559327027045055	0.3463366887246636	1.1381997820201741	
0	23	1.1440680154732192	0.6870912613886034	0.8727619261261816	
0	24	1.092342075339417	1.08618640885571	0.2851296865975935	
0	25	0.5639350883670908	1.3579237409378708	0.6195206878774071	
0	26	1.0915180241784606	0.8973875093157476	0.9147078436385285	
0	27	1.0928367695401595	0.7128467958374345	1.1746792121953042	
0	28	0.9542926436239259	0.969648101632805	0.6625527808400775	
0	29	0.7282704990238164	1.4649458027155786	0.5485080055169523	
0	30	0.3639161937426038	2.025407291961395	0.13607408954785807	
0	31	0.9103944451639591	1.0286752225208577	1.0823812187423791	
0	32	1.0962596267276135	0.7113445745239377	1.206702401766973	
0	33	1.1120104848471273	0.7329732508256315	1.0363480741506288	
0	34	0.9100691462644167	1.1833368445963297	0.43501154343946036	
0	35	1.402996581607833	-0.0	1.0676470345954352	
0	36	1.275373969781554	1.53615552528766	-0.0	
0	37	1.4562869935658624	0.3396696155842625	1.0826335964319536	
0	38	1.2945637039097724	0.6205245632528269	0.8713214455832763	
0	39	1.119612181907839	0.7291927230056895	1.040552742752676	
0	40	0.7562922825140789	1.2559939888135785	0.3646981494632101	
0	41	1.2910843296104224	1.001825850542047	0.342813723851509	
0	42	0.5481467452414974	1.5481193019825419	0.45421639351618637	
0	43	1.1231734120837011	0.6972515756647146	0.5692636568564722	
0	44	0.7395797917769886	1.2816617220402544	0.6786021372255295	
0	45	1.0925682616000407	0.3466869620187224	1.2040920001531206	
0	46	1.1190515182950411	1.0655877951247625	0.6987045671543782	
0	47	0.909106583412483	0.6286316811418862	0.6677045913972048	
0	48	1.0987097069292244	1.341185554376995	-0.0	
0	49	1.367753983719959	0.9448756197540313	0.29758026567677504	
1	0	0.7375271714870175	1.4491353962774116	0.6259084680382097	
1	1	1.3022782371009232	0.23584693540777343	1.3699897495961086	
1	2	0.7374967222522169	1.4654272796606658	0.5279660814682555	
1	3	0.5458047032809256	1.732436226227526	0.3725803601327623	
1	4	0.5569031971438937	1.7264552100053452	0.06543711005063321	
1	5	1.274220237023785	1.3515886605681209	0.13105305017760477	
1	6	0.9137693334738342	1.391655743355025	0.7260209033281443	
1	7	1.4583196859254617	0.1561054615573285	1.1529424529399874	
1	8	0.7585583741785793	1.2768551666746493	0.6227039258495385	
1	9	1.4561179953478554	0.15552375350890432	1.0553506008000328	
1	10	1.6504813752505365	0.4343416160479578	0.5011382617530157	
1	11	1.2731393190709608	0.4409878542825829	1.3539323684885851	
1	12	1.4782511095042288	0.7259693816459346	0.3875165246928089	
1	13	1.09856849540158	1.280347186704509	-0.0	
1	14	0.7455718341294352	1.448311520701783	0.1983422423663961	
1	15	1.093560768405593	0.7448200459420099	0.6449531415098746	
1	16	0.9107659790414249	1.1848279477113335	0.8190991929764512	
1	17	0.9097227828454536	1.1752504578475909	0.6119083119292799	
1	18	0.7279445792106797	1.1138092667808885	0.8935814363308469	
1	19	1.455669005271141	0.9211297130141445	0.2906068336350754	
1	20	0.5460847707581522	1.7328949299490135	0.5945428142920978	
1	21	1.2738213795292168	0.9850392016194542	0.49490282369673344	
1	22	0.7387225939572988	0.9139800881904867	1.0965193643939768	
1	23	0.9098018462676665	1.1869346119630557	0.5074610516873941	
1	24	0.9098040906331151	1.1752564923831352	0.12467251420266885	
1	25	0.949852181521243	1.2453034308546846	0.5948411955807184	
1	26	0.7465641048477346	1.4510875412115019	0.7613160883113063	
1	27	0.5458417852561821	1.7322848543518308	0.2660025687745453	
1	28	0.7358848117237332	1.885722588935941	0.22550948929578618	
1	29	0.911421799552625	0.6920095426580146	0.530180512699895	
1	30	1.2752447712725625	1.0360517467737873	0.3667596764969617	
1	31	0.9245229590210713	1.7511534031296574	-0.0	
1	32	1.2754650098592433	1.050299549290636	0.28741503144113295	
1	33	0.7281082789905254	1.459963180392193	0.014228826615220019	
1	34	0.9096355632127975	1.3595211366914002	0.3555567186922494	
1	35	0.9201568803465648	1.352439742723894	0.18355156430547762	
1	36	0.9269547684768719	0.6275511943100162	1.2885154025796375	
1	37	1.282237530552243	0.4769608533764446	0.4368532177295826	
1	38	1.1338354743107142	1.2407630782820132	0.37842156558504525	
1	39	0.5463966777045963	1.0799574650217054	0.765889536329398	
1	40	0.917444416442911	1.5630211668638598	-0.0	
1	41	0.9092883389338281	0.4755548723066398	1.543792515329805	
1	42	1.0964575219312218	0.8947360174526658	0.5213511755827763	
1	43	1.274276449540648	0.3282858232210577	0.9327902177193879	
1	44	1.1198874991735681	0.7196795336862241	0.7955163508600941	
1	45	0.9162525019343312	1.538734296264574	0.33607701488649944	
1	46	0.546302176629323	1.9243184925750225	0.37744067471359805	
1	47	0.36430164140805166	2.164811526242525	-0.0	
1	48	1.2744912493876164	0.9849337617250723	0.16140266086645905	
1	49	0.9420003985717182	1.1640066065896038	0.681154110923246	
2	0	1.1052394101969794	1.0955802045274992	0.5641583926881597	
2	1	1.455856840993274	0.5321596189448383	1.005811485004992	
2	2	1.456262896845502	0.15683098540633544	0.5622911031362315	
2	3	0.545830224068307	1.7286339442245138	-0.0	
2	4	0.7281791202818977	0.935931364592426	1.246990803466534	
2	5	0.727616929089562	1.641995140757967	0.43870691939483003	
2	6	1.1071286111785015	1.135843611012204	0.6204981840695095	
2	7	1.4588779347020793	0.012050219831596095	0.7996791220220693	
2	8	0.9101450152950875	0.8067036530873861	-0.0	
2	9	1.1091312883497222	1.0711215811957941	0.6770927952797462	
2	10	0.56639135537934	1.3560063556887183	0.3527314495850171	
2	11	1.4891029352314675	0.3561205546705456	0.9720390366172379	
2	12	0.559750174154512	1.7245404007999003	0.06835610863989872	
2	13	1.455651124125779	0.3397698428752422	0.9581645106151666	
2	14	0.9104503354216725	1.1766666223827067	0.7354177281306394	
2	15	0.5799665318249897	1.8964412483669486	-0.0	
2	16	1.1030055280107403	0.35013961906281665	0.41006398807481964	
2	17	0.741360314453099	1.2643658294418711	0.3819882967531785	
2	18	1.2741181559454264	0.6186340535031047	0.7623998335684155	
2	19	0.5703676517013312	1.5362625526904374	0.5735353264807543	
2	20	0.7581236818629473	1.4671126794759284	0.01843190454622833	
2	21	1.1106429857576159	1.0704597806007825	0.862104386658409	
2	22	0.5466721720625147	1.8092542563715137	0.6349912679554973	
2	23	0.9741897112421097	1.0042878340414374	0.5355250471650534	
2	24	0.5459414409597553	2.051070110731035	-0.0	
2	25	1.3057714869032582	0.23417454202505117	0.940673761888081	
2	26	1.274845377436366	0.4373110862628241	0.9709773247753417	
2	27	0.9116668588805852	1.0095111832531019	0.9480948558518244	
2	28	0.9094477397166439	0.8367716776418029	1.2025300997191624	
2	29	0.9398081316116184	1.3432535328738484	0.5222400337370683	
2	30	1.4560084209453805	0.008480423892681586	1.258883361475823	
2	31	1.0925707289186686	0.8996199713931067	0.9037651556075584	
2	32	1.2742085850058404	0.8327699954780367	0.2620009369266571	
2	33	1.0994615259934934	0.5478770935477562	1.1201974770888856	
2	34	0.7818357141064352	1.6087597394583801	0.28341166971253295	
2	35	0.5455807726479305	1.3667848872593777	0.8884736826282452	
2	36	1.3253145256924168	0.9641852165682873	0.3858313628083353	
2	37	0.7281372349948428	0.8042076139254454	0.7186775355269285	
2	38	0.9298533366226399	1.4933100884748733	-0.0	
2	39	1.2747192999373567	0.6867791714072315	0.4146618971138299	
2	40	0.3709956600656083	1.824165161112448	0.2243806212309358	
2	41	1.1808239847828392	0.8512985923137268	0.8060926170770079	
2	42	1.0917647694507036	1.092199254521306	0.4782977412696559	
2	43	1.0918808932380757	0.589169777118727	0.7612107221982514	
2	44	1.1032612017040304	0.5233058434996265	0.6901512617150611	
2	45	0.9250967244410703	1.1613809074110404	-0.0	
2	46	0.9106498019687627	1.9081443971094545	0.12010406727933888	
2	47	1.2936401033845493	0.42427993963641825	1.111836139886224	
2	48	1.2745696685034615	0.9850059542238377	0.517520460156883	
2	49	1.1355847037335653	0.32334803375562876	0.44491189622325183	
3	0	1.4557008303716727	0.5457918580856266	0.9936349371129334	
3	1	1.0923697330297306	0.7141516070542832	1.000159690509485	
3	2	0.7282727517508372	0.362316975552144	1.3847784877143703	
3	3	0.9128805759096711	1.3689332981904363	0.33511113010561705	
3	4	0.773109560512346	0.4109409714282053	1.416063699589404	
3	5	1.2882888910548589	0.8467748007808731	0.28740475463799425	
3	6	0.9131756379046185	0.9109542933305969	1.0326888244599117	
3	7	0.727937413998224	1.4754725357854577	0.7072848414821493	
3	8	0.753668534793172	0.7418353089405549	0.6890051827893795	
3	9	0.9100067002360749	0.6353263865955397	0.954429122045633	
3	10	1.1806197377186565	0.48987236649289423	0.6936379191327672	
3	11	0.5471107895411905	2.098752970917975	0.0860251533930849	
3	12	1.2815322707340377	0.7977135001416689	0.5501878360685528	
3	13	0.9270005734797283	1.3690988273921507	-0.0	
3	14	1.0921307936776457	0.9464331087855782	0.8820414588743435	
3	15	0.728574009530571	1.525061991088949	0.30759339120780604	
3	16	1.126693923721096	0.8784640845349011	0.9022694270494752	
3	17	1.4985693985151243	0.1336496510913105	0.8658914043316132	
3	18	1.456569541942253	0.8905314349432947	0.3866516618591598	
3	19	1.6382235317398823	0.6104013865299345	0.42173480023362664	
3	20	1.2768981753512405	0.5079977196935808	0.7279114805773031	
3	21	1.4565869030758873	0.5796912041012828	0.4137276647035315	
3	22	0.9396636901550327	1.1596975940273073	0.5387601065425451	
3	23	0.9097275911383086	1.1756398181529322	0.6421733864477633	
3	24	0.9236954694593634	1.198288118899158	0.7733706691746591	
3	25	0.9103038930733627	1.7293967674866217	0.1776015722127202	
3	26	0.7280733221629672	0.9040204515506144	0.8583788113434592	
3	27	0.7277449157871931	0.721349655515926	0.7428319157237888	
3	28	1.0999961657968214	1.0763246506477653	0.55739814608491	
3	29	1.4554463390854455	0.9402047331636084	-0.0	
3	30	1.274285832462463	1.157316894096005	-0.0	
3	31	0.7281596766859906	0.9162706124674166	0.7444210517052419	
3	32	1.460710577237471	0.16080540035918386	0.8664324378247501	
3	33	0.7282038952551472	1.820273092504984	0.25465879909948363	
3	34	0.7287429627528718	1.6941090125550833	0.34176622697795916	
3	35	1.092224860029938	0.7353277772588861	0.6666767075052494	
3	36	0.9127552538132752	0.772718237821065	-0.0	
3	37	0.3803884867928191	1.2686956575193462	0.7805118030020983	
3	38	1.092361623339867	1.1188721135979112	0.5896912807198581	
3	39	0.364633116678826	1.4933190977761786	0.43298127702898753	
3	40	1.1011316677356318	0.7203228259417117	0.8302021149307047	
3	41	0.546301072668014	1.7453176290913344	-0.0	
3	42	1.19030827256488	0.2979437630422265	1.1752780086268808	
3	43	0.9103413196713571	0.44636915819693346	1.4280499855303026	
3	44	0.9104230649688304	1.018371413584091	0.8239917642046838	
3	45	1.1183727038733755	0.5368031499466032	1.1121115000630275	
3	46	1.2865125482721735	0.6116199547437617	0.7051225497392962	
3	47	1.4563486491758821	0.8898979850680807	0.3185732116849925	
3	48	1.2737282905005856	0.6464938973813416	0.9645861058543491	
3	49	1.0923239820728161	1.155950115178068	0.2724189458853039	
4	0	1.1024212328179168	0.734407016001707	0.7895371301601167	
4	1	1.2740392811404404	0.4347422413291377	1.1173157848463475	
4	2	1.1029848707051577	0.8915849843390526	0.9912770560694986	
4	3	1.3030915436590158	0.787197406979853	0.7679006075457439	
4	4	1.0910214227997537	1.2795549936054276	0.36506184199200215	
4	5	1.1213194238087114	1.06618214501786	0.4457831238364636	
4	6	1.1053099175797418	1.4334897985667896	-0.0	
4	7	1.0930678117504455	0.5331855180520445	0.7620930485462204	
4	8	0.9094517021254549	0.808595800413271	1.2058431130267273	
4	9	0.9102762322481605	1.1626549565316437	-0.0	
4	10	1.0945370964976135	0.9622076606179161	0.7927835272710978	
4	11	0.9100451332760601	1.1750712104755876	0.4339837518901328	
4	12	0.9352513965206297	0.6132610211965241	0.930662321476925	
4	13	1.273486997132587	0.6185296346232881	0.349180155398642	
4	14	0.9187264224428291	1.354155665583715	0.050773438488139554	
4	15	0.9112612633780943	1.773284746945187	0.3137672741393571	
4	16	0.7280447329360766	0.7200238338418247	1.4057151437500994	
4	17	0.7489099349604948	1.4440459168141002	0.5929216624330912	
4	18	1.2852864579835672	0.8378830347942793	0.7244828185521646	
4	19	0.910275016841264	1.2405086522546322	0.5361868395343798	
4	20	0.5486224818076214	2.2201177524546902	0.18504469158838222	
4	21	1.4818924589536493	0.7426118997702197	0.7103424889741987	
4	22	1.1706716515608357	1.2885861525590472	0.317118712587426	
4	23	0.7793116755079469	1.6214718005485969	0.5092398843634371	
4	24	0.9332104274427552	1.5308948773578055	0.26830454366371065	
4	25	0.8084987580910817	1.5963220092032169	0.0717753926034859	
4	26	0.36425912137561395	1.4762857026540717	0.7867956525745949	
4	27	1.1253790290497705	0.9035469243521532	0.8963566633925273	
4	28	0.7276639476398399	1.6376622161306271	0.28545261498141733	
4	29	0.3668639069568753	1.6434248789882362	0.6522873878401575	
4	30	0.9230126225410503	0.8019785231538347	1.2086299149580815	
4	31	0.7404191564316682	1.2628822577244414	0.6637312667057849	
4	32	1.1272519941178167	1.0195163376954142	-0.0	
4	33	1.4561668325172463	0.5232074475532913	0.7088703749441883	
4	34	0.9098322640076152	1.6261301986301542	0.22518089030265884	
4	35	1.0916202192111077	1.09326990646395	0.004704777018936068	
