X	Y	PC(38:1)	PA(44:0)	PC(38:0)
0	0	72.79469287875675	109.61396569343817	35.98411018536114	
0	1	110.20428062153798	107.47246507333246	65.45556236302096	
0	2	36.515046367079734	164.83036584584443	51.08294050592044	
0	3	113.4924442329675	70.43442115005196	105.16560127938898	
0	4	93.40389895535941	117.47943937272596	62.375772871813304	
0	5	145.91528186823518	96.02962146294708	45.25769718109265	
0	6	109.14317898329226	71.85743211677554	120.56441305523028	
0	7	148.78808097197364	50.65123166935853	47.31587463032562	
0	8	105.40963232612978	-0.0	182.49564782742735	
0	9	135.31623814046313	57.7301936770832	110.21446273731905	
0	10	72.84410262739397	163.7615295687287	61.079118988454475	
0	11	113.37583794801981	124.8906171234125	37.370308224039434	
0	12	72.82977589351314	191.16225095412324	-0.0	
0	13	110.84770685779161	91.35717203707006	36.67065072432331	
0	14	145.65182981481036	56.52414539369015	54.042755420079374	
0	15	54.61989579454536	101.87150138585885	69.47361724977176	
0	16	129.97219600811826	88.94221612961488	-0.0	
0	17	109.25223028033432	127.12889748185502	26.8654474730482	
0	18	72.81922619179385	164.72533076382106	25.411588346705173	
0	19	131.13883512778915	78.30982064435615	69.15567999935374	
0	20	164.83516091574722	7.739591305204544	116.10887019365765	
0	21	129.05987295698512	99.56732690252878	49.32706987609287	
0	22	145.59327027058296	34.633668872497864	113.81997820212094	
0	23	114.40716697933075	68.70934560582953	87.27647138550543	
0	24	109.23684487575396	108.62126336519222	28.513657074552995	
0	25	56.39350883676037	135.79237409391058	61.95206878779705	
0	26	109.15181971072623	89.7387651488523	91.4707988555358	
0	27	109.29389016209089	71.29134156003704	117.47889929379535	
0	28	95.42926436247937	96.96481016336868	66.25527808406801	
0	29	72.83555330426228	146.51168521115179	54.85720501818386	
0	30	36.40152122527947	202.59583881094318	13.611111415367196	
0	31	91.04903683320107	102.87836082725113	108.24952631943118	
0	32	109.63528926697369	71.14050932371146	120.68050637948534	
0	33	111.20104848481384	73.2973250826298	103.63480741515713	
0	34	91.00691462652445	118.33368445974061	43.501154343985604	
0	35	140.2996581609109	-0.0	106.76470345964061	
0	36	127.53739697827139	153.6155525289057	-0.0	
0	37	145.62926564377943	33.96709364128772	108.26378063270039	
0	38	129.456370391095	62.05245632533913	87.13214455840688	
0	39	111.96121819088572	72.91927230063526	104.05527427536224	
0	40	75.62922825147668	125.59939888147207	36.46981494635418	
0	41	129.10843296115965	100.1825850542958	34.281372385182074	
0	42	54.81467452419961	154.811930198395	45.421639351659955	
0	43	112.31734120847226	69.72515756653488	56.92636568569899	
0	44	73.95797917776612	128.16617220414201	67.86021372261467	
0	45	109.25682616010344	34.66869620190377	120.40920001542158	
0	46	111.90515182960588	106.55877951257317	69.87045671550136	
0	47	90.91065834133097	62.86316811424579	66.77045913978122	
0	48	109.87097069302237	134.11855543782147	-0.0	
0	49	136.7754693864515	94.4876110338073	29.758042018190395	
1	0	73.75271714876882	144.91353962787295	62.59084680387789	
1	1	130.22782371021074	23.584693540798792	136.99897495973545	
1	2	73.74967222528876	146.54272796619986	52.79660814687357	
1	3	54.5805701677129	173.24393952323743	37.25810416637472	
1	4	55.690319714440015	172.64552100069156	6.543711005069273	
1	5	127.42202370249443	135.15886605693504	13.1053050177724	
1	6	91.37693334746652	139.16557433562906	72.60209033288046	
1	7	145.84273223555786	15.611698347173862	115.30275499258971	
1	8	75.85815753902783	127.6894220474646	62.27229718268835	
1	9	145.61179953491796	15.552375350904576	105.53506008009927	
1	10	165.04813752520377	43.43416160483528	50.11382617534714	
1	11	127.34848366133312	44.110753406730446	135.42998124732995	
1	12	147.82511747852598	72.59694137054605	38.75165418059219	
1	13	109.85684954025793	128.03471867056737	-0.0	
1	14	74.56376860844289	144.84394415012446	19.835976076478477	
1	15	109.35607684065874	74.48200459426873	64.49531415104612	
1	16	91.07659790422532	118.48279477124109	81.90991929771961	
1	17	90.99898917566128	117.55955298585974	61.208797782971764	
1	18	72.79521945841307	111.3820918867822	89.3590784510009	
1	19	145.57980914248063	92.12113971684744	29.063260413526944	
1	20	54.60847707586488	173.28949299505894	59.454281429263844	
1	21	127.38213795303751	98.503920162035	49.49028236971835	
1	22	73.87225939579707	91.39800881913182	109.65193643949742	
1	23	90.98018462684938	118.69346119641351	50.74610516878556	
1	24	90.98576035190538	117.53256186568828	12.467984719457437	
1	25	94.98521815221069	124.53034308558175	59.48411955812594	
1	26	74.65647132641693	145.10887237831022	76.13167087499492	
