X	Y	Lipid0	Lipid1	Lipid2	Lipid3	Lipid4	Lipid5	Lipid6	Lipid7	Lipid8	Lipid9	Lipid10
1	1	0.012827093128366034	0.0021638127423355786	0.003973755068940293	0.0029233431966481007	-0.0	0.007514023988369477	0.001993198430535998	0.0010222605894685125	-0.0	0.0025281667360399235	0.0015070839996780862
1	2	0.020727200191052585	0.003093190452830061	0.007941979468729042	0.0024243929307575236	-0.0	0.006696521663280777	0.002674345634009544	-0.0	0.001971443614114549	0.0014373966358426373	0.0028942052714961987
1	3	0.018339706344153845	0.0034961060727875097	0.004938683207459916	-0.0	-0.0	0.008355839606697323	-0.0	-0.0	-0.0	0.0017743510143008326	0.002278605048293393
1	4	0.01825688284794479	0.0022317588348014354	0.005129882605675017	0.0020642344434574876	0.0013100603562461828	0.007593211484355137	-0.0	0.0007211748294622001	-0.0	0.002378762873723041	0.002360786144236841
1	5	0.02112635197524933	0.004361826813452855	0.004317762181475018	-0.0	-0.0	0.005160091623722644	-0.0	-0.0	-0.0	-0.0	0.00361299250194029
1	6	0.022017397228743036	0.003022144793158887	0.00625394030036421	0.0020313545887283156	-0.0	0.0044901227040345425	0.0021502405046865242	-0.0	0.0016348138390924547	0.002666336015793397	0.002679440777696153
1	7	0.022205511000581036	0.004142435260434738	0.005826435788117445	-0.0	-0.0	0.003562302086392911	0.0021383621512231603	0.0011092863352390463	-0.0	-0.0	0.003176347562423285
1	8	0.023304402009245724	0.002282663375670858	0.005917938512232699	-0.0	-0.0	0.00597720541203968	-0.0	-0.0	2.7650526952574662e-05	0.001784265598726655	0.0034765279116908427
1	9	0.013720184604319886	0.004454730252982177	0.0051790757167301926	-0.0	-0.0	0.0028771302932417775	-0.0	-0.0	-0.0	-0.0	-0.0
1	10	0.018749718555506473	0.0038642191971708932	0.007455400003295789	-0.0	0.0015189758431312867	0.008960281400735527	-0.0	0.00030493134652845376	-0.0	0.0019222464074472847	0.002287476172265021
1	11	0.024143391738449715	0.005402515465408795	0.007745867076612049	0.0011322243617235132	0.0006773618196823152	0.005252862224660417	0.0019515992917995568	-0.0	4.082389202408764e-05	0.0013727498639851314	0.0027110995804035948
1	12	0.016108043021613318	0.0031061753943884525	0.00512439668182996	-0.0	-0.0	0.003094928555559444	-0.0	-0.0	-0.0	-0.0	0.0011429368358620423
1	13	0.01774051814276107	0.004716831694121559	0.007817528563066084	-0.0	-0.0	0.003577350294163493	-0.0	-0.0	-0.0	-0.0	-0.0
1	14	0.0159835242605996	0.005108905313000199	0.008735394636616777	-0.0	-0.0	0.003992807251176016	-0.0	0.0009235376891842148	-0.0	-0.0	0.001190207889817473
1	15	0.02054807267720976	0.0020179905680555266	0.012611724986612697	-0.0	-0.0	0.004287032476635958	0.001405755343790597	-0.0	-0.0	0.0019122995518729188	0.00443252740980384
1	16	0.016055209669788295	0.0019692228179004354	0.006024082354104497	0.0013215953447958775	-0.0	0.0034897145198776584	0.0013545237325925834	-0.0	0.00013683026730116322	0.0017440172543598223	0.004708220903339264
1	17	0.004510234288953713	0.0016622997888597743	0.004842101023873732	0.004259980647947842	-0.0	0.015491405186293872	-0.0	0.0008902069090419871	-0.0	0.002982099133907539	-0.0
1	18	0.0	0.0	0.0	0.0	-0.0	0.001545608769754796	-0.0	-0.0	0.0	0.0	0.0
1	19	0.00018582926188532046	0.0006617731216866331	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0
1	20	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
2	0	0.015878987990233618	0.003514224717597646	0.0054725126663649586	-0.0	-0.0	0.005968985996612256	-0.0	-0.0	-0.0	-0.0	0.003343635602842574
2	1	0.0194842660073348	0.0016811113782676482	0.0051461057871303555	-0.0	-0.0	0.006437607279899096	-0.0	-0.0	-0.0	0.0007709798146305118	0.001974617518963699
2	2	0.019723226499080693	0.00314804505253192	0.002126498538242748	0.0027389696849444093	-0.0	0.006315884038113917	-0.0	-0.0	-0.0	-0.0	-0.0
2	3	0.020505003358890158	0.0037190496919581365	0.004646146368403856	0.0006949264457077894	-0.0	0.004859769126303618	0.0022147008990564374	-0.0	-0.0	-0.0	0.002507078684925099
2	4	0.02454039598110978	0.0031040296009494247	0.005754579534558587	-0.0	-0.0	0.004588225471243742	0.002821745934911639	-0.0	0.0013760790711679351	0.000512027455494951	0.003285692406159459
2	5	0.020833547314956635	0.004088363985149469	0.006222488340690501	0.0012428327284885457	-0.0	0.006580249563372951	-0.0	-0.0	-0.0	0.002158996345788267	0.003309711327159826
2	6	0.02101287405312452	0.004398740954638056	0.005502269578396861	-0.0	-0.0	0.0040487616105047836	0.003751035393580225	-0.0	-0.0	-0.0	0.002418071227358487
2	7	0.0221243628225275	0.004127303884181947	0.005503102015721673	-0.0	-0.0	0.005081736915857575	0.0015412441568353299	-0.0	0.0012632497203092549	0.0004556547368701183	0.0038907481501699393
2	8	0.02216619484867929	0.004201257634306485	0.006680103369004876	-0.0	-0.0	0.002539321977571781	0.0032997851280592294	-0.0	0.0021939065743523316	0.001379328550554154	0.0028743163646713305
2	9	0.023265799575387627	0.0036873822405085006	0.0073317534357995396	-0.0	0.0013124709314094951	0.004390209369843687	-0.0	-0.0	0.0008167414416894275	0.0020927172433002255	0.0028197349428559773
2	10	0.017768092162063136	0.002479908427210879	0.004731963599151092	0.0013504756753566023	-0.0	0.004988770190412421	0.002344527930852189	-0.0	-0.0	-0.0	-0.0
2	11	0.015188424790222178	0.003775440732864308	0.005201085450326759	0.0007613270197175554	-0.0	0.004449103867373422	0.0019870197949396246	-0.0	-0.0	-0.0	0.0015194618409449002
2	12	0.020162606325038586	0.003770311637386186	0.008623797546673768	0.0009461390527027389	-0.0	0.0034283409136341117	0.0018343359521388923	-0.0	0.0015688683784106099	0.0004931811133311566	0.002516719622320187
2	13	0.012468663049080774	0.0029878339838600924	0.006612311853938357	-0.0	-0.0	0.002483181028057303	0.002429764172023273	-0.0	-0.0	0.0011880774178205037	0.0017862184090740461
2	14	0.010065257053395338	0.004098539368467486	0.0077782274807544185	-0.0	-0.0	0.002023919203886398	-0.0	-0.0	0.0	0.0	-0.0
2	15	0.010242559689282183	0.0029426725972764947	0.007672607108629376	-0.0	0.0012217661453425642	0.004488788427573087	-0.0	-0.0	-0.0	0.001116429549939294	0.0017994884788010222
2	16	0.002674203920789735	0.0020506463474812644	0.002762867126962864	0.004392064314493225	-0.0	0.010867248960202903	-0.0	0.0019491676936559952	-0.0	0.0033734501329554046	0.0
2	17	-0.0	0.001092992851965267	0.0008237481135172942	-0.0	-0.0	0.0027682644505410024	-0.0	-0.0	-0.0	-0.0	0.0
2	18	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	19	0.0004755385689848845	0.0010709268828968267	0.0010477985984097692	-0.0	-0.0	0.00047349053058065756	-0.0	-0.0	-0.0	-0.0	-0.0
2	20	0.013748829004404339	-0.0	0.0052615128123236245	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.008589105823380391
3	0	0.017718715530525567	0.0022053061796247636	0.005341177343362833	-0.0	0.0007080854280584301	0.008547894071528934	0.0011811323529288093	0.0012518287570364615	0.0009422241883201562	0.0022362101365273513	0.002361530876853106
3	1	0.015028003585543084	0.0033273741796686	0.007420891736042	0.0017212624353795097	0.0007674988723631513	0.010591398184177219	-0.0	0.00125638483777299	0.000749380015351191	0.0022999284584907897	0.001618103916117796
3	2	0.02176599262744801	0.003458181594632078	0.00543380227992941	-0.0	-0.0	0.004159428603231707	0.0026397251566246827	-0.0	9.457029887715398e-06	0.0014473951342625555	0.0021609721627474216
3	3	0.021053102488102576	0.003981212167929433	0.006958270947815	-0.0	-0.0	0.0033156720533678965	-0.0	0.0008803260134004548	-0.0	-0.0	0.0022774157606530224
3	4	0.021203529704058494	0.0028134434416967583	0.0050973789771555506	-0.0	-0.0	0.003201762208402267	0.0018198896549712538	-0.0	0.0015815797733917444	0.0011569548514952636	0.003343500301954927
3	5	0.020830956306183052	0.006387534780208987	0.0062136752750777124	-0.0	-0.0	0.0020902077297748106	0.0020543339225014287	-0.0	0.0011207935170796657	0.001301772299260861	-0.0
3	6	0.019135375455863433	0.0028967381496235204	0.005183979460039848	0.0019696520207721268	-0.0	0.005802447837284966	0.00180361949617385	-0.0	-0.0	0.0	0.0018093202122288236
3	7	0.01947399099826546	0.004038103679546325	0.005808778020444619	0.001717494396799273	-0.0	0.006345399997242503	0.0015954549938154653	-0.0	-0.0	0.0011328521495576884	0.0030531206072881437
3	8	0.013015535754591242	0.004792406809909437	0.004565901219485235	0.0019654815763328927	-0.0	0.004661788671375721	0.0018279802480766437	-0.0	-0.0	-0.0	0.0015693510238721936
3	9	0.02060786040690169	0.003989330333343605	0.007067256443277619	-0.0	-0.0	0.004021109874497839	-0.0	-0.0	-0.0	-0.0	0.0024017856142526366
3	10	0.02065796735821216	0.004431628408276159	0.00643974752791413	0.0020259168779441067	-0.0	0.005063301275969708	-0.0	0.0014797785956563699	-0.0	0.002172359586392858	0.003204677502372648
3	11	0.016354518894913316	0.004108801340822398	0.007610000192893192	-0.0	-0.0	0.0040727150463959185	-0.0	-0.0	-0.0	-0.0	0.002037292942673943
3	12	0.013966293457410352	0.003843667612279411	0.006716309375223309	-0.0	-0.0	0.003868201345109102	0.002384582225907452	-0.0	0.0006906700710763941	0.0008292752654782411	0.0014652509277906774
3	13	0.01082928350009373	0.004867066356609721	0.009366575260478231	-0.0	-0.0	0.002100326740442835	-0.0	-0.0	-0.0	0.0	0.0011765024675070253
3	14	0.011420691944902046	0.004608823808820919	0.009904359173735678	0.0008955203468088201	-0.0	0.004217987007305827	-0.0	-0.0	-0.0	0.0014574045213817254	-0.0
3	15	0.0030931205387450442	0.0040332088987978625	0.005151032463840995	0.002227469147531477	-0.0	0.007977242003121023	-0.0	-0.0	-0.0	0.002943935020405411	-0.0
3	16	0.0021748577558266136	0.0019555754364510834	0.0026431671231412555	0.0034623185966354774	0.0004194285076313697	0.010821685657306379	-0.0	0.0009259932428608522	-0.0	0.00347301786500736	-0.0
3	17	0.000507233813281478	0.0007847553539036101	0.0007135066896726942	-0.0	-0.0	0.0025872708368413046	-0.0	-0.0	-0.0	-0.0	0.0
3	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	19	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0
3	20	0.009891038493142951	-0.0	0.005525685928275705	-0.0	-0.0	-0.0	-0.0	-0.0	0.002216397525905799	-0.0	0.00843815545610547
4	0	0.016435772418449516	0.002578622687545189	0.005539398400491325	0.0014858576674796713	0.0008903757814246918	0.009218147401337947	0.0013255081554884446	-0.0	-0.0	0.0019410754525556466	0.002479362424859933
4	1	0.016800686186146566	0.0023302103934205007	0.005240367519911697	0.0014042230987044101	-0.0	0.005290235032782422	0.0013537351990001454	0.0012758039617831163	-0.0	0.0016939157249971555	0.00112813663990309
4	2	0.01815648585986818	0.004239355999174195	0.003624817020222775	-0.0	-0.0	0.003164977822078988	0.0019584452033087596	-0.0	-0.0	-0.0	0.0022857404316331347
4	3	0.02115490146030587	0.004470699426616487	0.006094826485277396	-0.0	-0.0	0.0018745508827566425	0.001983516258624714	-0.0	0.0014691975519062804	-0.0	0.0024520969442629673
4	4	0.02095985906446814	0.005030155687838198	0.006550354130779474	-0.0	-0.0	0.004108655389485141	0.0021926172663835415	-0.0	0.0017588899901677107	-0.0	-0.0
4	5	0.02066559225849899	0.0032489337588875226	0.005639802098889479	-0.0	-0.0	0.002383298713202356	-0.0	-0.0	0.0	0.0	0.0023550855133543246
4	6	0.020514422883808957	0.004205749988108145	0.006925361666005684	-0.0	-0.0	0.004091321269203247	0.001614531390959048	0.0007784684057143512	0.0010723469761770676	0.0008819506903345567	0.0033132684223450993
4	7	0.014855941754602925	0.0030038694329393057	0.004687539892538709	0.0010205264377277038	-0.0	0.00351768850473316	0.0011091751890036428	0.00087564325255898	-0.0	0.001193388041589919	0.001803314261576126
4	8	0.023317317559507184	0.0014946106630078018	0.00661804526469619	-0.0	-0.0	0.004391921803745945	-0.0	-0.0	-0.0	-0.0	0.0013243627724292455
4	9	0.012946807106083626	0.0013312613755695909	0.00533111091516682	-0.0	-0.0	0.0034444853557431612	0.0020055917408955547	-0.0	-0.0	-0.0	0.0012842488900245944
4	10	0.01805968071223719	0.0034168956837215846	0.008709691143704049	-0.0	-0.0	0.003631965110301097	0.0014246771974238486	-0.0	-0.0	0.0013337256949807995	0.002383818969784626
4	11	0.014734350182782942	-0.0	0.007259902023862386	-0.0	-0.0	0.004831683754625753	0.002167623369632222	-0.0	-0.0	-0.0	0.002249550633546829
4	12	0.012866754648428647	0.0032905872875726946	0.00746590436298259	-0.0	-0.0	0.0031382373667360928	-0.0	0.0013346087675482742	0.0	0.0	-0.0
4	13	0.009293601237836815	0.002128852681714197	0.009817938068406496	-0.0	-0.0	0.0015399782281645127	-0.0	-0.0	-0.0	0.0009226107265482229	0.0012313957699976131
4	14	0.0073999739444994455	0.0029602087343320697	0.009082691492829881	-0.0	-0.0	0.002272677668304545	-0.0	-0.0	0.0	0.0	0.0004822917008057898
4	15	0.00314526836993856	0.001558048582963009	0.0018684084204272002	0.0025277960207790743	0.0012736570443819305	0.010221402141129397	-0.0	0.0008542641188225655	-0.0	0.002764166333268954	0.0007936535485338422
4	16	0.0015755610633667158	0.0009565438278175758	0.0018163259095096127	0.0013875596451948674	0.0003096520250557971	0.005539819394561342	-0.0	0.0005551714870733746	-0.0	0.0012395897333999206	-0.0
4	17	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0
4	18	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	19	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
4	20	0.01285195824303609	-0.0	0.006230779405664215	-0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.005585329823470497
5	0	0.015029196038340924	0.002368926014305439	0.005301418731218412	-0.0	-0.0	0.004405998364242146	0.0009930840614422551	-0.0	-0.0	-0.0	0.0025061225285367954
5	1	0.01680793841264735	0.003362560727520709	0.004677118367174713	-0.0	-0.0	0.0015940410624045581	-0.0	-0.0	-0.0	-0.0	0.0017569009315581466
5	2	0.015365714418469305	0.004364545847890325	0.004052046206251861	-0.0	-0.0	0.0022864938354753444	-0.0	-0.0	-0.0	0.0	0.0008598243263275687
5	3	0.020564701021327007	0.0022697163289029654	0.008071875238532917	-0.0	-0.0	0.004453177981583956	-0.0	0.0013746325309399847	0.001444896366425525	0.0010808703023800414	0.0021282896425625294
5	4	0.017821118764054674	0.002754126570590165	0.006831514010947977	-0.0	-0.0	0.0034077741794212536	0.002433421310037993	0.0010027653524086416	-0.0	-0.0	0.0018582812461645029
5	5	0.019850920052003056	0.0037626350241018983	0.00691400144379578	0.001092166858244727	-0.0	0.003719739167150894	0.0023774667389210072	-0.0	-0.0	-0.0	0.0029355003819391606
5	6	0.011609389449500188	0.002722266654345953	0.005888714784730338	0.0018428329903796047	-0.0	0.0032850886275999215	-0.0	-0.0	-0.0	0.0014509808191051402	-0.0
5	7	0.02083755281127089	0.0036078724564824922	0.007490479023607656	-0.0	0.0005685134872163946	0.005421057731957386	0.0021098918397077014	-0.0	0.0010159675929495107	0.00014697240285786002	0.002563707991363125
5	8	0.0146608022953632	0.003120858366305969	0.005554898256915533	0.0012343926028348016	-0.0	0.004256411740994488	0.0018476317265413663	-0.0	0.0009670180989040259	-0.0	-0.0
5	9	0.017285724408887402	0.0023605710232755105	0.00809683783435815	0.0013535708733160656	-0.0	0.005316460256004812	-0.0	-0.0	-0.0	0.0013439456475075778	0.002344841585622197
5	10	0.013051279621781138	0.0038291612461448426	0.009486617671416874	-0.0	0.0006542208460019217	0.00215086376134378	-0.0	-0.0	0.0007101934933927938	0.0005374645847060081	0.0015927204378839124
5	11	0.010863508041879836	0.002802369450764352	0.006587138270338164	-0.0	-0.0	0.0035291755605775365	-0.0	0.0006868776132250172	-0.0	0.0012745720747050961	0.0009711058572891907
5	12	0.007574406982366605	0.003694492990063602	0.006746369896632767	-0.0	0.0005589239922057078	0.001957469019086306	0.0005415207961931541	0.00035238820743143707	0.00043106375575746445	0.0006871032190028417	-0.0
5	13	0.006719088541280675	0.002313259185535132	0.009233797430804578	-0.0	-0.0	0.0032858859220010013	0.0005399330868647444	0.0006744442980362692	-0.0	0.0011127211841744581	0.0009838102571613615
5	14	0.005491727269324317	0.0012382620928217448	0.004946725334410117	0.0012782520962986792	0.0006903693120958519	0.006252633514174148	0.0004613048491391805	-0.0	-0.0	0.001825288702325561	0.0
5	15	0.003014128802047426	0.0012937483054965993	0.0030925159964060624	0.0006843694078915296	0.00048778498036896624	0.009057045322172655	-0.0	-0.0	-0.0	0.0031338946962174313	-0.0
5	16	-0.0	-0.0	0.0007731414983931972	-0.0	-0.0	0.0009775813758874494	-0.0	-0.0	-0.0	-0.0	-0.0
5	17	0.0	0.00027732535686571616	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
5	18	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0
5	19	-0.0	-0.0	0.0	0.0	-0.0	0.00047386120884141975	-0.0	-0.0	0.0	0.0	0.0
5	20	0.003144887097056156	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.002097972359938833
6	0	0.011110779483961306	-0.0	0.005454075992088028	0.0007909088089969176	-0.0	0.004059204341847154	0.0018451494498447363	-0.0	-0.0	-0.0	0.0019473198871952158
6	1	0.013373064205511525	0.003283793335399809	0.006382465366324879	-0.0	-0.0	0.0026791830948448077	0.0016806874614238225	0.0006603204337716598	-0.0	0.001303227893583673	0.0018504449486648068
6	2	0.019031647857710256	0.0027710490064706854	0.006313809040725349	-0.0	0.0007757226236645645	0.0028841188393713504	0.0013672886303239117	-0.0	-0.0	-0.0	0.001571683906420564
6	3	0.02296015328867096	0.0032921040010303534	0.008681715553493322	-0.0	-0.0	0.0032494266056248295	-0.0	-0.0	0.0011192871706416064	-0.0	0.002447057244950094
6	4	0.019532589876692704	0.0031120323579067427	0.006727789972559522	-0.0	-0.0	0.002032679700114143	0.002563591547937885	-0.0	-0.0	-0.0	0.0033605157992112216
6	5	0.018093001595778584	0.0036866357949886202	0.0060889563051836	-0.0	-0.0	0.0026046346145382274	0.001704944791263715	-0.0	-0.0	0.0009823481067495383	0.0018523225429778695
6	6	0.01538016690523734	0.002479163302932593	0.00779237863101721	-0.0	-0.0	0.004684880464892258	0.0016256484886292483	0.001755274716017254	-0.0	0.0008923866854125188	0.0026267032344245373
6	7	0.01636450673682992	0.0027026607479516585	0.006751184243734607	-0.0	-0.0	0.005703280377075505	0.0014080885404473957	-0.0	0.0010092133765850122	-0.0	0.0025019786370395983
6	8	0.015935557343060826	0.001511169682064852	0.004532005199103838	-0.0	-0.0	0.004950212693330831	0.0011874557102359955	-0.0	-0.0	-0.0	0.0015620162837325484
6	9	0.007168464574162353	-0.0	0.0062297345227086305	-0.0	-0.0	0.0030514491350144717	-0.0	-0.0	-0.0	0.0011009275538644034	0.0
6	10	0.0007445677526589446	0.0006627970576238103	0.0008862248883702304	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0
6	11	0.00571701085630795	0.0040880474238123065	0.005403672698992443	-0.0	-0.0	0.004242987765718604	-0.0	0.0006560676911490675	-0.0	-0.0	-0.0
6	12	0.0035351727462120735	0.0016079416035600577	0.0037409096046325204	0.0010088914404768913	-0.0	0.008096444897969318	-0.0	-0.0	-0.0	0.0018007781686663414	0.0
6	13	0.0025100255050196103	0.0007343846404151748	0.002752144855696622	0.0012012427968997605	-0.0	0.010751792373879543	-0.0	0.0013321433788141515	-0.0	0.0026320825384813923	0.0
6	14	0.00030963439990636587	0.0005892214029258027	0.0005111423178944459	-0.0	-0.0	0.0012422271900810935	-0.0	-0.0	-0.0	-0.0	-0.0
6	15	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	16	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
6	17	0.0	-0.0	0.0	0.0	-0.0	0.00023645405380395002	-0.0	-0.0	-0.0	-0.0	0.0
6	18	-0.0	0.0	0.0006555193747088097	-0.0	-0.0	0.0009290761698018345	-0.0	-0.0	-0.0	-0.0	0.0
6	19	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0
6	20	0.010772525921621163	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	-0.0
7	0	0.002314606190334709	0.0017752205996522097	0.001789358451066385	0.003398600737499783	0.0005301766356500878	0.008510571144115815	-0.0	0.000672809091568545	-0.0	0.0029855534677787235	-0.0
7	1	0.002303852225740677	0.002063969375347127	0.0010928159861490184	0.0028007320630441352	-0.0	0.006044382833720658	-0.0	0.0011356260079951423	-0.0	0.0019540110280619285	0.0
7	2	0.001993937073008872	0.0018326771285126532	0.0016871026999425972	0.0035002269983638087	0.0005768922411561279	0.00875729659571131	-0.0	0.0011803678703951655	-0.0	0.00251641986283228	-0.0
7	3	0.008197977640101205	0.002796575784084233	0.004484817903991247	0.004163323521945052	0.0011264378265418242	0.01064829710883182	-0.0	-0.0	-0.0	0.0015463740077560468	-0.0
7	4	0.008287453122121305	0.0034792334554921323	0.00653599050794022	0.003472721961471136	0.0007106477069876721	0.010790673081411106	-0.0	0.002102520747478568	-0.0	0.0026785856240697493	0.0014681932542028077
7	5	0.0021104455127177015	0.001927295788947632	0.0035439974242797673	0.0032458229135743045	-0.0	0.0074355655199112415	-0.0	0.0013964970424010315	-0.0	0.00261143579438764	0.0
7	6	0.0023965977880954694	0.0023636588555328597	0.0009218456292141673	-0.0	-0.0	0.005326714867490115	-0.0	-0.0	-0.0	0.001096979648628306	0.0
7	7	0.002387979663743504	0.002380314488991637	0.0010846932002423245	0.0010649938505811348	-0.0	0.007089085925403705	-0.0	-0.0	-0.0	0.0015062873197883016	0.0
7	8	0.003527794787603146	0.0019215484989357687	0.0023358097385564806	0.0026226226044728765	-0.0	0.010523407627884862	-0.0	-0.0	-0.0	0.002437710943786846	-0.0
7	9	0.003253771506430278	0.0028743882892885817	0.006826460790779877	0.0020854033365671656	-0.0	0.008795786271759955	-0.0	-0.0	-0.0	-0.0	0.0
7	10	0.001977675883770466	0.0006867218430439042	0.0017950916362799117	0.0010360711944531877	-0.0	0.004902488827198084	-0.0	0.0005964089095573194	-0.0	0.0009975999727432868	-0.0
7	11	0.0011753073613032634	-0.0	0.0017543501250758579	-0.0	-0.0	0.0026984634543020785	-0.0	-0.0	0.0	0.0	-0.0
7	12	0.0	-0.0	-0.0	-0.0	-0.0	0.001503353379961609	-0.0	-0.0	-0.0	-0.0	0.0
7	13	0.0	0.0	0.0	0.0	-0.0	0.0005073593860557717	-0.0	-0.0	0.0	-0.0	0.0
7	14	0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0
7	15	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
7	16	0.0	0.00036658095100227213	-0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0
7	17	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0
7	18	0.0005624789975439279	-0.0	0.0008201595734433481	-0.0	-0.0	0.0007490122562985175	-0.0	-0.0	0.0	0.0	0.0
7	19	0.0	-0.0	0.0008901990544552214	-0.0	-0.0	0.0011408853536301322	-0.0	-0.0	0.0	0.0	0.0
7	20	-0.0	0.0	-0.0	0.0	-0.0	0.003959685584440511	-0.0	-0.0	0.0	0.0	0.0
