"","V1","V2","V3","V4","V5","V6","V7","V8"
"1444",4,3,3,1,1,1,2,2
"1445",4,3,3,1,1,1,1,3
"1446",4,3,3,1,1,1,1,3
"1447",4,3,3,1,1,1,2,3
"1448",4,3,2,1,1,1,2,3
"1449",3,2,2,1,1,1,2,3
"1450",3,3,3,1,1,1,1,2
"1451",3,3,3,1,1,1,1,3
"1452",3,2,2,1,1,1,1,3
"1453",3,2,2,1,1,1,1,3
"1454",3,2,2,1,1,1,1,3
"1455",3,2,2,1,1,1,1,2
"1456",3,3,3,1,1,1,1,3
"1457",3,3,3,1,1,1,1,2
"1458",3,3,3,1,1,1,1,1
"1459",3,3,3,2,2,2,1,1
"1460",2,3,3,2,2,2,3,1
"1461",2,3,3,2,2,2,3,2
"1462",2,3,3,2,2,2,3,2
"1463",2,3,3,2,2,2,3,2
"1464",4,3,3,2,2,2,3,2
"1465",4,3,3,1,2,1,2,2
"1466",4,3,3,1,2,1,1,2
"1467",4,3,3,1,1,1,1,2
"1468",4,3,3,1,1,1,1,2
"1469",4,3,3,1,1,1,1,2
"1470",4,3,3,1,1,1,2,2
"1471",3,3,3,1,1,1,1,2
"1472",3,2,3,1,1,1,2,3
"1473",3,2,2,1,1,1,1,3
"1474",3,2,2,1,1,1,1,3
"1475",3,2,2,1,1,1,1,3
"1476",3,2,2,1,1,1,1,3
"1477",3,3,3,1,1,1,1,2
"1478",3,3,3,1,1,1,1,2
"1479",3,3,3,1,1,1,1,2
"1480",3,3,3,1,1,1,1,2
"1481",3,3,3,1,2,1,1,2
"1482",3,3,3,1,2,1,1,2
"1483",3,3,3,2,2,2,3,2
"1484",3,3,3,2,2,1,3,1
"1485",2,3,3,2,2,1,3,1
"1486",2,3,3,2,2,1,3,2
"1487",4,3,3,2,2,1,3,2
"1488",4,3,3,1,2,1,1,2
"1489",4,3,3,2,2,1,1,2
"1490",4,3,3,1,2,1,1,2
"1491",4,3,3,2,2,1,3,2
"1492",3,3,3,1,1,1,2,3
"1493",3,2,2,1,1,1,2,3
"1494",3,2,2,1,1,1,1,3
"1495",3,2,2,1,1,1,1,3
"1496",3,2,2,1,1,1,1,3
"1497",3,2,2,1,1,1,1,3
"1498",3,3,2,1,1,1,1,2
"1499",3,3,3,1,1,1,1,2
"1500",3,3,3,1,1,1,1,2
"1501",3,3,3,1,1,1,1,2
"1502",3,3,3,1,1,1,1,2
"1503",3,3,3,1,2,1,1,2
"1504",3,3,3,1,1,1,1,2
"1505",3,3,3,1,2,1,1,2
"1506",4,3,3,1,1,1,1,2
"1507",4,3,3,1,1,1,1,2
"1508",4,3,3,1,2,1,1,2
"1509",4,3,3,1,2,1,1,2
"1510",4,3,3,2,2,1,2,2
"1511",4,3,3,2,2,1,3,2
"1512",4,3,3,2,2,1,3,2
"1513",3,2,2,1,1,1,1,3
"1514",3,2,2,1,1,1,2,3
"1515",3,2,2,1,1,1,1,3
"1516",3,2,2,1,1,1,1,3
"1517",2,2,2,1,1,1,1,3
"1518",3,2,2,1,1,1,1,3
"1519",3,2,2,1,1,1,1,3
"1520",3,3,2,1,1,1,1,3
"1521",3,3,3,1,1,1,1,3
"1522",3,3,3,1,1,1,2,2
"1523",3,3,3,1,1,1,1,3
"1524",3,3,3,1,1,1,1,3
"1525",3,3,3,1,1,1,1,3
"1526",3,3,3,1,1,1,1,2
"1527",3,3,3,1,1,1,1,2
"1528",3,3,3,1,1,1,1,2
"1529",4,3,3,1,1,1,1,2
"1530",4,3,3,1,1,1,1,2
"1531",4,3,3,1,1,1,1,2
"1532",4,3,3,1,1,1,1,2
"1533",4,3,3,1,1,1,1,2
"1534",3,2,2,1,1,1,1,3
"1535",3,2,2,1,1,1,1,3
"1536",2,2,2,1,1,1,1,3
"1537",2,2,2,1,2,1,1,2
"1538",2,2,2,1,1,1,1,2
"1539",2,2,2,1,1,1,1,2
"1540",3,2,2,1,1,1,1,3
"1541",3,2,2,1,1,1,1,3
"1542",3,2,2,1,1,1,1,3
"1543",3,2,2,1,1,1,1,3
"1544",3,2,2,1,1,1,1,3
"1545",3,2,2,1,1,1,1,3
"1546",3,2,2,1,1,1,1,3
"1547",3,2,2,1,1,1,1,3
"1548",3,2,2,1,1,1,1,3
"1549",3,2,2,1,1,1,2,3
"1550",3,2,3,1,1,1,1,3
"1551",3,3,3,1,1,1,1,3
"1552",4,3,3,1,1,1,1,3
"1553",3,3,2,1,1,1,1,3
"1554",3,3,3,1,1,1,1,3
"1555",3,2,2,1,1,1,1,3
"1556",2,2,1,1,1,1,1,1
"1557",1,2,1,1,1,1,1,1
"1558",2,2,1,1,1,1,1,1
"1559",1,2,2,1,2,1,1,1
"1560",2,2,2,1,1,1,1,2
"1561",2,2,2,1,1,1,1,3
"1562",2,2,2,1,1,1,1,3
"1563",2,2,2,1,1,1,1,3
"1564",3,2,2,1,1,1,1,3
"1565",3,2,2,1,1,1,1,3
"1566",3,2,2,1,1,1,1,3
"1567",3,2,2,1,1,1,1,3
"1568",3,2,2,1,1,1,1,3
"1569",3,2,2,1,1,1,1,3
"1570",3,2,2,1,1,1,2,3
"1571",3,2,2,1,1,1,1,3
"1572",3,2,2,1,1,1,1,3
"1573",3,2,2,1,1,1,2,3
"1574",3,2,2,1,1,1,1,3
"1575",3,2,2,1,1,1,1,3
"1576",3,2,2,1,1,1,1,3
"1577",3,2,2,1,1,1,1,3
"1578",2,1,2,1,1,1,1,3
"1579",1,1,1,1,1,1,1,1
"1580",1,1,1,1,1,1,1,1
"1581",1,1,1,1,1,1,1,1
"1582",1,1,1,1,1,1,1,1
"1583",2,2,2,1,1,1,1,3
"1584",2,2,2,1,1,1,1,3
"1585",2,2,2,1,1,1,1,3
"1586",2,2,2,1,1,1,1,3
"1587",3,2,2,1,1,1,1,3
"1588",3,2,2,1,1,1,1,3
"1589",3,2,2,1,1,1,1,3
"1590",2,2,2,1,1,1,1,3
"1591",3,2,2,1,1,1,1,3
"1592",3,2,2,1,1,1,1,3
"1593",3,2,2,1,1,1,2,3
"1594",3,2,2,1,1,1,1,3
"1595",3,1,2,1,1,1,1,3
"1596",3,2,2,1,1,1,1,3
"1597",2,2,2,1,1,1,2,3
"1598",2,2,2,1,1,1,2,3
"1599",2,1,2,1,1,1,1,3
"1600",2,1,2,1,2,1,1,1
"1601",1,1,1,1,1,1,1,1
"1602",1,1,1,1,1,1,1,1
"1603",2,1,2,1,1,1,1,1
"1604",2,1,2,1,1,1,1,1
"1605",1,1,1,1,1,1,1,1
"1606",2,1,2,1,1,1,1,3
"1607",2,2,2,1,1,1,1,3
"1608",2,2,2,1,1,1,1,3
"1609",2,2,2,1,1,1,1,3
"1610",2,1,2,1,1,1,1,3
"1611",2,1,2,1,1,1,1,3
"1612",2,1,1,1,1,1,1,1
"1613",2,1,2,1,1,1,1,3
"1614",2,2,2,1,1,1,1,3
"1615",3,2,2,1,1,1,1,3
"1616",3,1,2,1,1,1,1,3
"1617",3,1,2,1,1,1,1,3
"1618",2,2,2,1,1,1,2,3
"1619",2,2,2,1,1,1,1,3
"1620",2,2,2,1,2,1,1,1
"1621",1,1,1,1,2,1,1,1
"1622",1,1,2,1,2,1,1,1
"1623",1,1,2,1,2,1,1,1
"1624",1,1,1,1,1,1,1,1
"1625",1,1,1,1,1,1,1,1
"1626",1,1,1,1,1,1,1,1
"1627",1,1,1,1,1,1,1,1
"1628",1,1,1,1,1,1,1,1
"1629",1,1,1,1,1,1,1,1
"1630",1,1,1,1,1,1,1,1
"1631",1,1,1,1,1,1,1,1
"1632",1,1,1,1,1,1,1,1
"1633",1,1,1,1,1,1,1,1
"1634",1,1,1,1,1,1,1,1
"1635",1,1,1,1,1,1,1,1
"1636",1,1,1,1,1,1,1,1
"1637",1,1,1,1,1,1,1,1
"1638",1,1,1,1,1,1,1,1
"1639",1,1,1,1,1,1,1,1
"1640",1,1,1,1,1,1,1,1
"1641",1,1,1,1,1,1,1,1
"1642",1,1,1,1,1,1,1,1
"1643",1,1,1,1,1,1,1,1
"1644",1,1,1,1,1,1,1,1
"1645",1,1,1,1,1,1,1,1
"1646",1,1,1,1,1,1,1,1
"1647",1,1,1,1,1,1,1,1
"1648",1,1,1,1,1,1,1,1
"1649",1,1,1,1,1,1,1,1
"1650",1,1,1,1,1,1,1,1
"1651",1,1,1,1,1,1,1,1
"1652",1,1,1,1,1,1,1,1
"1653",1,1,1,1,1,1,1,1
"1654",1,1,1,1,1,1,1,1
"1655",1,1,1,1,1,1,1,1
"1656",1,1,1,1,1,1,1,1
"1657",1,1,1,1,1,1,1,1
"1658",1,1,1,1,1,1,1,1
"1659",1,1,1,1,1,1,1,1
"1660",1,1,1,1,1,1,1,1
"1661",1,1,1,1,1,1,1,1
"1662",1,1,1,1,1,1,1,1
"1663",1,1,1,1,1,1,1,1
"1664",1,1,1,1,1,1,1,1
"1665",1,1,1,1,1,1,1,1
"1666",1,1,1,1,1,1,1,1
"1667",1,1,1,1,1,1,1,1
"1668",1,1,1,1,1,1,1,1
"1669",1,1,1,1,1,1,1,1
"1670",1,1,1,1,1,1,1,1
"1671",1,1,1,1,1,1,1,1
"1672",1,1,1,1,1,1,1,1
"1673",1,1,1,1,1,1,1,1
"1674",1,1,1,1,1,1,1,1
"1675",1,1,1,1,1,1,1,1
"1676",1,1,1,1,1,1,1,1
"1677",1,1,1,1,1,1,1,1
"1678",1,1,1,1,1,1,1,1
"1679",1,1,1,1,1,1,1,1
"1680",1,1,1,1,1,1,1,1
"1681",1,1,1,1,1,1,1,1
"1682",1,1,1,1,1,1,1,1
"1683",1,1,1,1,1,1,1,1
"1684",1,1,1,1,1,1,1,1
"1685",1,1,1,1,1,1,1,1
"1686",1,1,1,1,1,1,1,1
"1687",1,1,1,1,1,1,1,1
"1688",1,1,1,1,1,1,1,1
"1689",1,1,1,1,1,1,1,1
"1690",1,1,1,1,1,1,1,1
"1691",1,1,1,1,1,1,1,1
"1692",1,1,1,1,1,1,1,1
"1693",1,1,1,1,1,1,1,1
"1694",1,1,1,1,1,1,1,1
"1695",1,1,1,1,1,1,1,1
"1696",1,1,1,1,1,1,1,1
"1697",1,1,1,1,1,1,1,1
"1698",1,1,1,1,1,1,1,1
"1699",1,1,1,1,1,1,1,1
"1700",1,1,1,1,1,1,1,1
"1701",1,1,1,1,1,1,1,1
