X	Y	PC(38:1)	PA(44:0)	PC(38:0)
7	24	765.6128662211232	5396.696993115925	1022.9168527035162
7	25	1389.5595684428008	4034.9985294703683	985.7787661180986
7	26	754.7856040676111	4375.832628117638	937.1844690755826
7	27	1210.3171074137765	4428.935585537241	837.1887229470923
7	28	638.2590346781104	3179.8094118911426	744.5257816942573
7	29	966.5075413352808	2521.266953870564	876.339811264964
7	30	733.6727294755168	3076.717004851114	771.8870662626542
7	31	1019.6712745561668	5735.477653925522	1509.148128542677
7	32	894.2077474530265	4056.011144650378	789.5556153285257
7	33	1210.0242242805825	4682.158629722169	1111.0192279889009
7	34	1032.1028520639488	5273.919883922236	335.84292596303527
7	35	987.573981281075	2879.9942367368053	1131.487844799445
7	36	1290.1976746524297	5738.851296798809	1089.1288521528504
7	37	1297.5412952732372	3747.100018741498	712.008868259887
7	38	1511.2327854408802	3052.0567271215264	1080.2085294411506
7	39	1426.703454446191	4425.624932512706	1032.8088182406498
8	0	11023.633320957877	1888.4670538665393	1050.9617954771581
8	1	9221.265252860296	2283.8204646549093	968.0006093730998
8	2	11431.390369265211	2000.0922337006134	862.7541657530538
8	3	7679.980269387782	2661.263411544968	918.007459765559
8	4	12015.899531692385	1643.8696787800382	1115.0047162849369
8	5	10865.11814803669	1382.1356948751802	1431.1681237641367
8	6	9063.667369808849	2294.38441406387	1231.7718779639138
8	7	9512.324015711136	2276.741598574096	1068.9267089447194
8	8	12373.613900247845	1426.4337015567771	856.941015136834
8	9	9304.452038500342	1663.4504865587949	646.4958435095793
8	10	7842.220180475548	2348.301934863418	728.3774716955384
8	11	10862.451854955627	2759.418366642396	1134.92425704448
8	12	6287.986025098243	1796.8949343457841	1028.2704730688777
8	13	6094.59469946819	2944.7533347921394	832.745679144412
8	14	8395.628386586168	2287.224651744959	873.2220708252637
8	15	8765.878305830585	1541.9581016108655	1430.4116370186362
8	16	9714.602088376298	2009.590491828984	1072.4248161516368
8	17	7962.668124719078	2290.3887741842686	677.7829968262794
8	18	10508.476350394536	1288.2409021627482	978.4020655791649
8	19	12354.610130000938	2582.660691030714	629.8792610578639
8	20	831.4430888382299	4709.6293465896615	421.59905383062807
8	21	1618.7840482527197	3846.7038894783645	1024.4852111900066
8	22	881.2673970358836	3758.3751030175104	724.2187059646036
8	23	928.325099189694	4929.700439081327	778.7991309586941
8	24	620.7962216383813	3950.374963474724	766.6910315089098
8	25	897.4795081735698	3710.639396016172	800.2892821694971
8	26	765.4787750985942	5579.711048848647	618.574006299836
8	27	1000.2810153910456	5247.66590667107	1202.984362440243
8	28	1180.3130332683106	4373.254755857436	1035.5800928552087
8	29	808.0896117839059	4240.138619300828	1103.2589503865663
8	30	1237.9289993353127	5944.806689537379	1132.978915347189
8	31	754.6962211327469	4901.185934272604	1155.009961451696
8	32	1024.1913098210528	5118.775048862485	1654.9206494079715
8	33	944.3435884935676	5169.55663441526	1461.6998181438512
8	34	1325.1360878838252	5097.885878349869	895.441140739532
8	35	776.4625118362671	4611.753847712685	683.5138320298048
8	36	1164.2993503388163	5125.776872457762	728.1530989463089
8	37	763.088028175279	4565.659946099233	1316.4160602944164
8	38	961.931793656215	3443.7644619965813	1312.5540283672267
8	39	983.2973557581345	5309.924289361244	1417.6664770027057
9	0	9171.108083107209	1832.7940790611588	999.1298350791989
9	1	13907.390440507157	1098.5131337488467	-0.0
9	2	7713.412686600916	1972.340215094278	719.6426542541445
9	3	12550.445918969268	2504.31373137533	1174.4669466870978
9	4	11348.99961584073	2073.747057220209	1062.1293738675843
9	5	11826.333894635762	2190.824569169066	946.2743554038512
9	6	7937.341650298505	2226.0758886124772	961.9242834054081
9	7	13357.423192705111	1415.5249932609904	754.7265482702891
9	8	11056.230558242643	1542.3288808432121	873.6388132493266
9	9	10219.080483516396	1938.3204786994047	1114.3723272069938
9	10	9448.303009578967	2419.1633027468893	697.8936378013917
9	11	7697.875645928647	2260.5517672054348	1140.4740150792327
9	12	11326.09164668136	2961.332586579516	724.7232476046469
9	13	7204.763722602962	1716.085392662567	1074.7672398532382
9	14	8833.435730510515	3913.422139907663	360.85168884500575
9	15	11279.266828063513	2255.1943732747295	831.1180379886149
9	16	7678.020036530457	2437.7510122070444	1276.8345418316287
9	17	8852.339890923447	1704.008284358496	782.8148745352901
9	18	13748.631532286656	1983.7502831474303	1339.1929301559003
9	19	14626.7869770894	2366.3776380397253	832.4245547828434
9	20	1046.1847610844375	4655.401807804977	1006.3537792412878
9	21	601.9810845594291	3983.7951404739015	1309.6236585316228
9	22	1142.2526865307038	5610.1616983954655	1148.8558353604178
9	23	1098.2247816473366	4901.010574817671	905.272743850985
9	24	805.4328265409051	3604.824116881087	1050.5888045928577
9	25	1381.0493597102088	3941.3019255716513	772.4309240019494
9	26	923.0808608171739	2937.4755256857325	735.8317508881053
9	27	1258.4967068330889	5546.26288460957	1444.2127710398252
9	28	1267.2254566013814	3686.037857050641	1217.3691873373048
9	29	1084.848778458408	4888.033203038728	1038.982563288878
9	30	1055.5915992618889	5443.05507810419	932.57191937824
9	31	1275.286313352875	4788.3455669322975	1342.645172948441
9	32	1338.203521242811	4164.57183212348	778.2809729634027
9	33	1139.2100662226012	3670.4323332333693	1480.4822331246205
9	34	1071.7420541486563	3359.264125834667	1184.9250207336572
9	35	911.3938336874543	3618.7299825914597	1002.0886324571818
9	36	979.5305772179777	2556.895902085382	1150.1677201683713
9	37	1340.9384347383605	4287.999256757438	1099.5073917935526
9	38	1331.3032718538516	5018.474401666704	282.39945404862414
9	39	1345.6555384885364	4872.3866851820285	980.7178803165835
10	0	10802.978631598242	2081.2990109627963	746.0992044851627
10	1	8670.602813496027	1787.261153055457	848.291826572981
10	2	10020.218356933441	1233.6131752581573	1214.138026584241
10	3	8757.831116782692	2379.7556916582244	1177.4263031532216
10	4	10364.846760996528	1787.2713598601745	730.0807378306232
10	5	11603.268700679439	2220.5908747070102	688.8067728265661
10	6	7962.026577755891	1842.0067009023505	1461.7417799792029
10	7	10398.927001015994	1970.0536664242702	789.927148758442
10	8	12220.058982296343	1710.2338988080069	1144.7812333942259
10	9	7313.4978771340875	1906.0498029343182	730.5279046643373
10	10	11066.628958982128	2928.647045716131	1875.1303411653141
10	11	10609.487763709309	2305.2381633686014	2698.090988980102
10	12	10361.817336630898	1774.7536400457063	1623.8147464960466
10	13	12627.250549550572	2509.444485005633	2234.7498355935195
10	14	9426.770860449318	1758.808261369018	1732.0336958585856
10	15	9057.075129239085	1841.9140662332404	2707.042029388849
10	16	9182.37278278446	2143.9922160781875	1202.0071846617238
10	17	9821.336905593756	2617.1974551448857	2332.92289010213
10	18	8997.935937037819	2026.0355678628118	1462.0452164917367
10	19	10497.712766552173	2751.4468290023715	1273.6769375010647
10	20	1309.574466374524	4421.42499685075	1892.765591837827
10	21	787.5358830360916	4692.610067303284	2579.280914824783
10	22	995.0099706251992	3517.209216034454	1245.292849065355
10	23	1107.9879406707564	4723.393223295366	1555.605635110016
10	24	963.5782615814279	3465.5864601565477	2276.4468315381273
10	25	1067.3462751320928	3762.4496382815214	1882.3626631091106
10	26	775.3677718611391	4170.8560274341135	1849.594642147131
10	27	879.4336236659096	3553.272341453103	1689.2869029221913
10	28	1070.5086588896825	4657.081740111854	1846.6393256590525
10	29	1442.9073888663902	5699.419779028969	2627.0220376053344
10	30	839.6317730124584	3471.9184934388804	1375.5788116067763
10	31	1164.301662072267	2739.940420709286	1201.631359773461
10	32	1234.5260085832745	5065.257254764615	474.74216379073965
10	33	1270.6780987174086	2096.5652771375517	807.5087644788734
10	34	977.9946166329561	4458.583094419074	959.379212698898
10	35	1339.9122502251837	4143.083904305498	1363.4215844340094
10	36	1124.5557161467134	3020.8554871146507	958.6367292866381
10	37	1169.080081153052	5007.819349762255	941.4870478800659
10	38	1006.6954598546554	3309.6861291090636	1058.63885090875
10	39	1106.729487926114	4291.649696354142	411.5529204241563
11	0	8566.420097182083	2087.12938939214	786.0529207383789
11	1	8931.893293412115	1646.7097753929581	836.1554010239391
11	2	12673.87151624554	2100.0519775448597	999.3438446531045
11	3	7203.401513951716	2173.9048317854745	-0.0
11	4	9509.023356450016	2615.3227029199693	1104.5061087727074
11	5	10089.713226503525	2163.7956907780263	481.6966401669691
11	6	12288.588733533497	2036.4731431145028	-0.0
11	7	12415.651142278262	3928.3295268437955	420.559495676545
11	8	10477.042099123853	1941.5860838192993	900.8535098340731
11	9	12234.136773462038	1158.1383853445363	1453.6412140194952
11	10	10106.384703358504	2506.8704678131903	1875.4316691601719
11	11	13353.512738116602	2502.8327236387645	2166.571518946343
11	12	11736.506160243072	2926.4369962116775	2096.740313447064
11	13	8926.556831203035	1618.6899631843842	1644.2990519647424
11	14	9053.610313408564	1560.0466035261911	2180.832890180038
11	15	15791.869482898888	1664.3097170619108	1449.8332541183904
11	16	16313.104588894605	2392.2695582675115	1924.6242591118748
11	17	8727.44441114998	1789.5411978204124	1786.3253845070058
11	18	9112.425492528244	1751.0454639009454	1314.338224341688
11	19	12376.030237521121	2106.6497703959285	2657.616069634051
11	20	1303.1250518101965	4864.372275078441	2179.1333391360586
11	21	1310.2258952756624	4123.014870423	1869.2105262908424
11	22	1185.960298027274	3276.671896676505	1571.3502651124873
11	23	1006.0927638046182	2727.697081322246	1861.7228037991056
11	24	1054.611454412305	3379.341157473576	1753.0427351478106
11	25	967.448825999754	4619.263010625813	1932.78998186023
11	26	893.6198723544533	5755.49845385974	2057.2058112296986
11	27	948.650936927701	3568.543982884958	1532.08750867578
11	28	916.9325837990574	3968.818904284086	2296.331602614125
11	29	821.1309947850677	4257.617252634332	2294.911295589864
11	30	1106.9382430708963	5744.880749930198	1122.667311472218
11	31	1267.1451012647865	5144.951355596841	990.2082522559454
11	32	693.8565477552136	5108.40567470253	1332.3331275471903
11	33	815.9115460832381	3497.750407118211	1128.6914691062839
11	34	789.0502647780988	3290.668469281747	550.6760534461193
11	35	823.5048645228507	4441.318407144578	816.3373298625002
11	36	1200.3427142891223	4384.652557827875	1130.5959755275292
11	37	1191.079903443116	3918.719925478224	937.657430961013
11	38	743.2386917739356	3706.871086282454	1089.0906533222599
