X	Y	PC_38_0	PC_38_1	PC_38_2	PC_38_3	PS_38_3	PS_38_4	PS_38_5	PS_38_6
0	80	0.1328628794205956	0.5342151224183515	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
0	81	0.12149976021094391	0.5078842024779829	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
0	82	0.1119675036112009	0.5347399784730855	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	0	0.10732988345623874	0.528324855024254	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	1	0.11951908067992795	0.533924904385047	-0.0	3.074919845683174e-07	-0.0	1.0778218002272396e-06	-0.0	-0.0	
1	2	0.13009339000000003	0.5263371800000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	3	0.12281193999999987	0.5228042899999994	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	4	0.12116788020003981	0.5333904897981012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	5	0.09588937270360146	0.5468843255408142	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	6	0.12105451106467896	0.5094421453042118	5.265935050377352e-07	1.323357196537114e-07	0.0004769245306842847	-1.3574013198256282e-07	-0.0	-0.0	
1	7	0.11266562479624324	0.5406339510583302	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	8	0.1165491679745235	0.5349609112348391	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	9	0.12755609000000004	0.5433810700000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	10	0.11681453854186256	0.5231112505182265	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	11	0.12519452999999994	0.5174000399999997	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	12	0.1308414706939477	0.5334882772232201	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	13	0.11490539909604917	0.5304181391961003	-0.0	-0.0	-0.0	-0.0	-0.0	7.05627872986154e-06	
1	14	0.13030206050236884	0.5290255892884558	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	15	0.1279831261766514	0.5204784396162526	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	16	0.09398809285782639	0.5395429173704881	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	17	0.11921246999999986	0.5328693399999994	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	18	0.12972444960653784	0.5321935639408678	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	19	0.11992670866876678	0.529866129506694	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	20	0.05806419278091136	0.5320806040478426	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	21	0.12106751971558785	0.5305210779827798	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	
1	22	0.12150456624973342	0.5367468367885253	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	23	0.09413110061846604	0.5366939299621201	-0.0	-0.0	-0.0	-0.0	-0.0	4.213685162629558e-07	
1	24	0.1255306337552955	0.5204461131309335	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	25	0.10934077109907572	0.5249600158533677	3.435223504389411e-07	-0.0	-0.0	-0.0	-0.0	-0.0	
1	26	0.12421311817689866	0.5330168707196733	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	27	0.14997506097401386	0.505391629777187	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	28	0.12755837131367637	0.5156708439896405	-1.9277332904088727e-08	-0.0	8.70015429319138e-08	-5.86886039952885e-07	2.75258406009524e-06	-0.0	
1	29	0.1186319420042296	0.5570482854688703	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	30	0.12253992110383165	0.5421891016939109	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	31	0.10773593084520212	0.5272691078003087	2.170892203416645e-07	-0.0	-5.460942924774153e-07	2.5613471753475224e-06	-0.0	-0.0	
1	32	0.15030478999999994	0.5088685199999998	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	33	0.1200059363314319	0.5379296075259786	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	34	0.11998927364862721	0.5269169965143602	-3.588924379191265e-06	1.6304334834124052e-05	-7.627024838535887e-07	-0.0	5.50642452072174e-05	-0.0	
1	35	0.12110528654308438	0.5100180940466652	-1.7674172119172678e-07	-0.0	4.445981093638285e-07	-2.085297826497054e-06	-0.0	0.0001505528254432699	
1	36	0.12611260517345593	0.521876934169991	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	37	0.129106643752314	0.5228015819869533	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	38	0.11451830398738243	0.5386840734032374	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	39	0.13655857368665597	0.5200068371669972	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	
1	40	0.12497408642609717	0.5313041159436601	3.6949637996309246e-06	-0.0	-0.0	-0.0	-0.0	-0.0	
1	41	0.12190458478010624	0.5411494929250434	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	42	0.11810477582490506	0.5269032532754944	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	43	0.1216258238855333	0.5433668963035279	-0.0	-0.0	1.9698391212553538e-07	-0.0	-0.0	-0.0	
1	44	0.12265033800269805	0.5339175916685627	0.0003356876849542594	-0.0	0.00021717225350839102	-0.0	-0.0	-0.0	
1	45	0.11569307003197825	0.5260281468864852	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	46	0.11906243983125106	0.5505145703160947	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	47	0.12432828569372435	0.5157592999924427	-3.6057282633003e-08	2.8596600184244045e-07	3.703799113535899e-08	-2.9332181546153867e-07	-0.0	-0.0	
1	48	0.1291883421443278	0.5279855359851949	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	49	0.06462721138322983	0.5314368265941746	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	50	0.11839935000000003	0.5295845700000001	1.4730702000000003e-05	-0.0	1.4349900000000003e-07	-0.0	-0.0	-0.0	
1	51	0.12019854000000003	0.5345882900000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	52	0.12824474995381646	0.5341837303632964	-0.0	-1.0136540940485115e-07	-0.0	1.0382168286553362e-07	-0.0	-0.0	
1	53	0.1227458618562537	0.5332015998757166	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	54	0.1300794951858438	0.5281082975659807	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	55	0.11866718539411301	0.5423994860832381	-2.995632392284089e-09	-0.0	7.536505240218679e-09	-3.5346881420301974e-08	-0.0	2.5519369483554204e-06	
1	56	0.05001622878283463	0.5436398227569392	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	57	0.11659186332930765	0.5648262572691418	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	58	0.13887965648582912	0.521540546857236	0.0021455906488870376	-0.0	4.359831944277152e-05	-0.0	-0.0	-0.0	
1	59	0.12451920816184572	0.5320769157075176	4.941818813547367e-08	-2.3198210665798573e-07	-5.0732734196741795e-08	2.3794972845993315e-07	-0.0	-0.0	
1	60	0.11712912551788776	0.5262456343370835	-6.279470565404192e-08	-0.0	2.4458083035215738e-06	-0.0	-0.0	-0.0	
1	61	0.12887666096791792	0.5220034642248883	1.671079261365163e-08	-0.0	-4.2035838907749633e-08	1.9715836881083826e-07	-0.0	-0.0	
1	62	0.13542625924498045	0.5249746928480645	-2.8960096430088924e-07	-0.0	2.970442354858896e-07	-0.0	-0.0	-0.0	
1	63	0.11824695999999994	0.5284671199999997	0.0015820392999999994	-0.0	0.00015274929999999992	-0.0	-0.0	-0.0	
1	64	0.12132142790267525	0.5444697079806283	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	65	0.12656499840989274	0.5211851672432819	8.193457087736057e-07	-0.0	-0.0	-0.0	-0.0	-0.0	
1	66	0.11359379285120277	0.5416523553329791	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	67	0.13096512000000007	0.5246106700000003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	68	0.10897132360649779	0.5377305123188153	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	69	0.12302703604499403	0.5371328725655271	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	70	0.12806657682655812	0.5303606699740238	-0.0	-0.0	-2.694489401831137e-06	1.2637970419968779e-05	-0.0	-0.0	
1	71	0.10212532999999993	0.5382453599999997	0.00021992636999999986	-0.0	0.00026466791999999985	-0.0	-0.0	-0.0	
1	72	0.1263075054923316	0.5301508280808092	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	73	0.09431491800000003	0.5279966700000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	74	0.12242445000000003	0.5346847400000001	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	
1	75	0.1143730035829111	0.5231278822441506	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	76	0.12173009572857413	0.5297817591103474	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	77	0.12067608740408758	0.5230558847080541	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	78	0.13906354590123085	0.5170029678501158	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	79	0.13011459000000003	0.5337096200000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	80	0.1250643489500078	0.5339727397276405	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
1	81	0.13339652620259315	0.5310531816674161	-0.0	-0.0	5.805014636926382e-07	-0.0	-0.0	-0.0	
1	82	0.12454897736396618	0.5300186192299119	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	0	0.12393004664022322	0.5359974026932043	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	1	0.10802863999999998	0.5305259999999999	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	2	0.10737620561868638	0.5354869763597091	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	3	0.12749871003395288	0.5266167783359663	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	4	0.13758652999999996	0.5296359499999997	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	5	0.13553293999999994	0.5318419399999997	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	6	0.11414320000000003	0.5369401200000001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	7	0.11876164220671766	0.5512502862716014	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	8	0.1323085731698363	0.5257516932029329	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	9	0.049003003952649275	0.5415443366384877	-0.0	-0.0	2.962881030125558e-06	-0.0	-0.0	-0.0	
2	10	0.1253677671985599	0.5369452743083464	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	11	0.12294104527127228	0.5382878522183558	-0.0	-0.0	-6.246347268118743e-10	8.093353302423712e-09	-7.948800672662303e-08	6.392822617214676e-07	
2	12	0.12627529999999998	0.5286815999999999	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	13	0.11932939	0.53250916	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	14	0.1240420355590662	0.5306743492352644	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	15	0.12291212249798729	0.5341014123031982	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	16	0.1323069390745003	0.535470660483104	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	
2	17	0.09428419706956932	0.5506247763413005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	18	0.12480253279831761	0.5381885396334863	-1.4460028077323443e-07	-0.0	1.4831683390071352e-07	-0.0	-0.0	-0.0	
2	19	0.13436999058453847	0.5278629511581934	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	20	0.12738298129746237	0.5303813083169909	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	21	0.12928728419636124	0.5183848616571138	-0.0	-0.0	-0.0	-0.0	-0.0	0.0006097026761323638	
2	22	0.10955734558025129	0.543969187114999	-0.0	-0.0	-1.2377110127495036e-06	-0.0	8.935807933175103e-05	-0.0	
2	23	0.12249344655379418	0.5203042545495982	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	24	0.12132226000000006	0.5275138300000002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	25	0.09419086715481366	0.5298647562746864	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	26	0.1344863217134107	0.5289414722964895	-0.0	-0.0	2.0939800290957387e-09	-1.6581086496487713e-08	-0.0	1.1971194954512685e-06	
2	27	0.13890368752507232	0.5038247920151497	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	28	0.1258277199590926	0.5307850545016713	1.593350125901735e-08	-0.0	-9.425844225236919e-08	6.936809825222988e-07	-3.872522048275331e-06	3.114462171226701e-05	
2	29	0.10781805773048594	0.5298514986093275	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	30	0.10557491999999992	0.5243682899999995	-0.0	-0.0	-4.7407869999999965e-06	-0.0	0.00034226697999999975	-0.0	
2	31	0.1235188457949109	0.5343664527278085	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	
2	32	0.13727159062536126	0.5222025218740604	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	33	0.1256922748755174	0.5311473962287248	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	34	0.12619544441287925	0.5134946832437217	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	35	0.09475353918466872	0.5367181063639964	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	36	0.1223314643197677	0.5330234621342171	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	37	0.11846560981043264	0.533092660394664	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	38	0.11022119000000005	0.5393005900000002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	39	0.1259223765255755	0.5388052835197715	-2.6534295535198697e-08	1.205430272217809e-07	2.636167647649407e-08	-1.2364428553782653e-07	-0.0	-0.0	
2	40	0.12955614193986845	0.4987967193183536	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	41	0.11622170333241018	0.535089699394415	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	42	0.12754550898938194	0.5347080121007493	0.0006816886529481913	-0.0	-0.0	-0.0	-0.0	-0.0	
2	43	0.12068249186283582	0.5373296723152472	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	44	0.10928685244111937	0.5417540292867427	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	45	0.11609902214641125	0.5313092721053937	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	46	0.12380560999999998	0.5204596199999999	-0.0	-0.0	-0.0	-6.165659999999999e-07	9.490592999999998e-06	-0.0	
2	47	0.11810473871130445	0.538133192383955	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	48	0.12248009841964881	0.5429830627856572	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	49	0.06320323673899252	0.5430014827003764	-0.0	-0.0	2.606974057984211e-05	-0.0	-0.0	-0.0	
2	50	0.11483051971940024	0.5307065212131474	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	
2	51	0.12121893503153834	0.5268833104156759	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	52	0.13140620344697504	0.5264288494151297	-1.975863146537727e-07	8.976262654458658e-07	-0.0	-0.0	-0.0	-0.0	
2	53	0.12164450430330782	0.5167497921776066	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	54	0.12637098261595955	0.5110416601489285	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	55	0.11877892441076042	0.5302487617639315	-0.0	-2.8409283292711917e-07	-2.1418389465824507e-08	5.002429995093082e-07	-2.0033525845157216e-06	1.6111892936618935e-05	
2	56	0.11990899990229034	0.5316423668445307	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	57	0.12259924000000011	0.5360070500000005	-0.0	-0.0	0.00017634035000000016	-0.0	-0.0	-0.0	
2	58	0.13002628152253815	0.536558223283265	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	59	0.12975255355492066	0.5136321094837646	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	60	0.12228185468004933	0.5380334387169463	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	61	0.13415838175248257	0.5227374630980057	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	62	0.1231903506552003	0.5282825367549047	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	63	0.07903163901348076	0.5448765351228226	-0.0	-0.0	-0.0	-0.0	0.0	0.0	
2	64	0.11632223043726349	0.5487455465359308	-0.0	-0.0	-2.801556735551221e-09	2.5609787638832683e-08	-1.7283203168334786e-07	8.114926421535704e-07	
2	65	0.12899552506047293	0.533333350985332	-3.133885759678177e-07	-0.0	3.3096007300647143e-07	-8.308164751611497e-08	3.896675183045876e-07	-0.0	
2	66	0.11820417420801733	0.5241356405987022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	67	0.12487919634307011	0.530711940990231	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	68	0.11699755290354392	0.5256462792093592	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
2	69	0.11807443966385711	0.5224409886172948	-0.0	-0.0	4.0627313401202225e-08	-2.705865713245419e-07	1.2318754007409884e-06	5.728648826247156e-07	
2	70	0.10558697245138861	0.5431193285432419	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	
