X	Y	PC_38_0	PC_38_1	PC_38_2	PC_38_3	PS_38_3	PS_38_4	PS_38_5	PS_38_6
0	0	0.16755591000000014	0.7642905000000006	-0.0	0.005982325200000005	0.004439348600000005	-0.0	0.003914368300000004	0.01246659700000001	
0	1	0.22229128	0.73616823	0.0080798	-0.0	-0.0	-0.0	-0.0	0.0049006859	
0	2	0.1772121600315419	0.789546153412072	-0.0	-0.0	-0.0	-0.0	-0.0	0.005305214187056748	
0	3	0.20007763359118463	0.7479088403297012	0.004055822672437238	-1.1649278666289083e-07	9.353392870820992e-07	2.3941556155033065e-07	-0.0	4.4240599980719936e-05	
0	4	0.1899592615033692	0.7597807698444561	0.006460915044410889	-0.0	-0.0	-0.0	0.007107060365727622	0.0035712195429667784	
0	5	0.19782726999999997	0.7568793999999999	-0.0	0.006622232599999999	-0.0	-0.0	0.011265268999999998	-0.0	
0	6	0.15114835767665968	0.7880475686875603	-0.0	-0.0	-0.0	-0.0	0.008618589589021975	-0.0	
0	7	0.20503517	0.76367195	0.00022047925	-0.0	0.0051963087	-0.0	-0.0	0.00039674136	
0	8	0.20667281000000023	0.7356575200000007	-0.0	3.3256500000000036e-07	-0.0	0.011031715000000011	-0.0	1.1320861000000012e-05	
0	9	0.1511464279650505	0.7764134566111232	-0.0	-0.0	-0.0	-0.0	-0.0	0.0081866063843783	
0	10	0.18572789707646492	0.7545274150017729	-1.8305323518219607e-07	1.14312500625457e-07	4.07831482111123e-07	-6.239612395375302e-07	-0.0	8.255034407589231e-06	
0	11	0.19310615999999994	0.7865998699999998	0.00044609346999999986	-0.0	-0.0	-0.0	-0.0	-0.0	
0	12	0.19811844000000017	0.7568530600000006	0.0009670411300000009	0.0014854735000000012	0.006708361900000006	0.0059567007000000055	-0.0	0.004214872000000003	
0	13	0.18942910729130114	0.767483385730777	0.00653496106982643	-0.0	0.011044726314240012	-0.0	6.365020484698193e-06	-0.0	
0	14	0.18418166765860713	0.7890843139144799	-0.0	-0.0	-0.0	-0.0	0.0021403642350059466	3.384515163693177e-05	
0	15	0.16644083000000004	0.7800040200000002	0.011894405000000004	0.004901293400000001	-0.0	-0.0	0.004662681100000001	0.003313268300000001	
0	16	0.17088278583450456	0.7555617141477573	-0.0	-0.0	-0.0	-0.0	0.01018718474623535	0.000792375807593123	
0	17	0.17654227	0.75293061	-0.0	-0.0	-0.0	0.0012157783	-0.0	-0.0	
0	18	0.20744757000000005	0.7222747300000001	0.013061496000000004	-0.0	-0.0	0.0002526413900000001	0.0021166874000000005	0.0042862102000000004	
0	19	0.1936989440852289	0.7704867786470226	0.0014828118959072413	-0.0	0.013623608676381991	-0.0	0.0012947515941343216	4.242945128753147e-06	
0	20	0.20840371854275924	0.7418782826622934	0.017702755709640326	-0.0	5.030459018526773e-09	-2.3593071426085367e-08	-0.0	1.7033440317604374e-06	
0	21	0.21976949999999992	0.7262892699999998	-0.0	-0.0	-0.0	-0.0	0.0041838536999999985	0.0004838975499999998	
0	22	0.18738960814471195	0.779886673757844	-0.0	-0.0	-0.0	-0.0	0.011034472500325427	-0.0	
0	23	0.17671712311176635	0.754884206741457	0.00039719712580715995	-0.0	-0.0	-0.0	0.00017818762729418888	-0.0	
