0	0	1	2	2
1	0	1	2	2
2	0	1	2	2
3	0	1	2	2
4	0	1	2	2
5	0	1	2	2
6	0	1	2	2
7	0	1	2	2
8	0	1	2	2
9	0	1	2	2
10	0	1	2	2
11	0	1	2	2
12	0	1	2	2
13	0	1	2	2
14	0	1	2	2
15	0	1	2	2
16	0	1	2	2
17	0	1	2	2
18	0	1	2	2
19	0	1	2	2
20	0	1	2	2
21	0	1	2	2
22	0	1	2	2
23	0	1	2	2
24	0	1	2	2
25	0	1	2	2
26	0	1	2	2
27	0	1	2	2
28	0	1	2	2
29	0	1	2	2
30	0	1	2	2
31	0	1	2	2
32	0	1	2	2
33	0	1	2	2
34	0	1	2	2
35	0	1	2	2
36	0	1	2	2
37	0	1	2	2
38	0	1	2	2
39	0	1	2	2
0	1	1	2	2
1	1	1	2	2
2	1	1	2	2
3	1	1	2	2
4	1	1	2	2
5	1	1	2	2
6	1	1	2	2
7	1	1	2	2
8	1	1	2	2
9	1	1	2	2
10	1	1	2	2
11	1	1	2	2
12	1	1	2	2
13	1	1	2	2
14	1	1	2	2
15	1	1	2	2
16	1	1	2	2
17	1	1	2	2
18	1	1	2	2
19	1	1	2	2
20	1	1	2	2
21	1	1	2	2
22	1	1	2	2
23	1	1	2	2
24	1	1	2	2
25	1	1	2	2
26	1	1	2	2
27	1	1	2	2
28	1	1	2	2
29	1	1	2	2
30	1	1	2	2
31	1	1	2	2
32	1	1	2	2
33	1	1	2	2
34	1	1	2	2
35	1	1	2	2
36	1	1	2	2
37	1	1	2	2
38	1	1	2	2
39	1	1	2	2
0	2	1	2	2
1	2	1	2	2
2	2	1	2	2
3	2	1	2	2
4	2	1	2	2
5	2	1	2	2
6	2	1	2	2
7	2	1	2	2
8	2	1	2	2
9	2	1	2	2
10	2	1	2	2
11	2	1	2	2
12	2	1	2	2
13	2	1	2	2
14	2	1	2	2
15	2	1	2	2
16	2	1	2	2
17	2	1	2	2
18	2	1	2	2
19	2	1	2	2
20	2	1	2	2
21	2	1	2	2
22	2	1	2	2
23	2	1	2	2
24	2	1	2	2
25	2	1	2	2
26	2	1	2	2
27	2	1	2	2
28	2	1	2	2
29	2	1	2	2
30	2	1	2	2
31	2	1	2	2
32	2	1	2	2
33	2	1	2	2
34	2	1	2	2
35	2	1	2	2
36	2	1	2	2
37	2	1	2	2
38	2	1	2	2
39	2	1	2	2
0	3	1	2	2
1	3	1	2	2
2	3	1	2	2
3	3	1	2	2
4	3	1	2	2
5	3	1	2	2
6	3	1	2	2
7	3	1	2	2
8	3	1	2	2
9	3	1	2	2
10	3	1	2	2
11	3	1	2	2
12	3	1	2	2
13	3	1	2	2
14	3	1	2	2
15	3	1	2	2
16	3	1	2	2
17	3	1	2	2
18	3	1	2	2
19	3	1	2	2
20	3	1	2	2
21	3	1	2	2
22	3	1	2	2
23	3	1	2	2
24	3	1	2	2
25	3	1	2	2
26	3	1	2	2
27	3	1	2	2
28	3	1	2	2
29	3	1	2	2
30	3	1	2	2
31	3	1	2	2
32	3	1	2	2
33	3	1	2	2
34	3	1	2	2
35	3	1	2	2
36	3	1	2	2
37	3	1	2	2
38	3	1	2	2
39	3	1	2	2
0	4	1	2	2
1	4	1	2	2
2	4	1	2	2
3	4	1	2	2
4	4	1	2	2
5	4	1	2	2
6	4	1	2	2
7	4	1	2	2
8	4	1	2	2
9	4	1	2	2
10	4	1	2	2
11	4	1	2	2
12	4	1	2	2
13	4	1	2	2
14	4	1	2	2
15	4	1	2	2
16	4	1	2	2
17	4	1	2	2
18	4	1	2	2
19	4	1	2	2
20	4	1	2	2
21	4	1	2	2
22	4	1	2	2
23	4	1	2	2
24	4	1	2	2
25	4	1	2	2
26	4	1	2	2
27	4	1	2	2
28	4	1	2	2
29	4	1	2	2
30	4	1	2	2
31	4	1	2	2
32	4	1	2	2
33	4	1	2	2
34	4	1	2	2
35	4	1	2	2
36	4	1	2	2
37	4	1	2	2
38	4	1	2	2
39	4	1	2	2
0	5	1	2	2
1	5	1	2	2
2	5	1	2	2
3	5	1	2	2
4	5	1	2	2
5	5	1	2	2
6	5	1	2	2
7	5	1	2	2
8	5	1	2	2
9	5	1	2	2
10	5	1	2	2
11	5	1	2	2
12	5	1	2	2
13	5	1	2	2
14	5	1	2	2
15	5	1	2	2
16	5	1	2	2
17	5	1	2	2
18	5	1	2	2
19	5	1	2	2
20	5	1	2	2
21	5	1	2	2
22	5	1	2	2
23	5	1	2	2
24	5	1	2	2
25	5	1	2	2
26	5	1	2	2
27	5	1	2	2
28	5	1	2	2
29	5	1	2	2
30	5	1	2	2
31	5	1	2	2
32	5	1	2	2
33	5	1	2	2
34	5	1	2	2
35	5	1	2	2
36	5	1	2	2
37	5	1	2	2
38	5	1	2	2
39	5	1	2	2
0	6	1	2	2
1	6	1	2	2
2	6	1	2	2
3	6	1	2	2
4	6	1	2	2
5	6	1	2	2
6	6	1	2	2
7	6	1	2	2
8	6	1	2	2
9	6	1	2	2
10	6	1	2	2
11	6	1	2	2
12	6	1	2	2
13	6	1	2	2
14	6	1	2	2
15	6	1	2	2
16	6	1	2	2
17	6	1	2	2
18	6	1	2	2
19	6	1	2	2
20	6	1	2	2
21	6	1	2	2
22	6	1	2	2
23	6	1	2	2
24	6	1	2	2
25	6	1	2	2
26	6	1	2	2
27	6	1	2	2
28	6	1	2	2
29	6	1	2	2
30	6	1	2	2
31	6	1	2	2
32	6	1	2	2
33	6	1	2	2
34	6	1	2	2
35	6	1	2	2
36	6	1	2	2
37	6	1	2	2
38	6	1	2	2
39	6	1	2	2
0	7	1	2	2
1	7	1	2	2
2	7	1	2	2
3	7	1	2	2
4	7	1	2	2
5	7	1	2	2
6	7	1	2	2
7	7	1	2	2
8	7	1	2	2
9	7	1	2	2
10	7	1	2	2
11	7	1	2	2
12	7	1	2	2
13	7	1	2	2
14	7	1	2	2
15	7	1	2	2
16	7	1	2	2
17	7	1	2	2
18	7	1	2	2
19	7	1	2	2
20	7	1	2	2
21	7	1	2	2
22	7	1	2	2
23	7	1	2	2
24	7	1	2	2
25	7	1	2	2
26	7	1	2	2
27	7	1	2	2
28	7	1	2	2
29	7	1	2	2
30	7	1	2	2
31	7	1	2	2
32	7	1	2	2
33	7	1	2	2
34	7	1	2	2
35	7	1	2	2
36	7	1	2	2
37	7	1	2	2
38	7	1	2	2
39	7	1	2	2
0	8	1	2	2
1	8	1	2	2
2	8	1	2	2
3	8	1	2	2
4	8	1	2	2
5	8	1	2	2
6	8	1	2	2
7	8	1	2	2
8	8	1	2	2
9	8	1	2	2
10	8	1	2	2
11	8	1	2	2
12	8	1	2	2
13	8	1	2	2
14	8	1	2	2
15	8	1	2	1
16	8	1	2	2
17	8	1	2	2
18	8	1	2	2
19	8	1	2	2
20	8	1	2	2
21	8	1	2	2
22	8	1	2	2
23	8	1	2	2
24	8	1	2	2
25	8	1	2	2
26	8	1	2	2
27	8	1	2	2
28	8	1	2	2
29	8	1	2	2
30	8	1	2	2
31	8	1	2	2
32	8	1	2	2
33	8	1	2	2
34	8	1	2	2
35	8	1	2	2
36	8	1	2	2
37	8	1	2	2
38	8	1	2	2
39	8	1	2	2
0	9	1	2	2
1	9	1	2	2
2	9	1	2	2
3	9	1	2	2
4	9	1	2	2
5	9	1	2	2
6	9	1	2	2
7	9	1	2	2
8	9	1	2	2
9	9	1	2	2
10	9	1	2	2
11	9	1	2	2
12	9	1	2	2
13	9	1	2	2
14	9	1	2	2
15	9	1	2	2
16	9	1	2	2
17	9	1	2	2
18	9	1	2	2
19	9	1	2	2
20	9	1	2	2
