m/z	intsy
700.1227365355544	4.334982238404741e-05
700.651934741445	8.936886597703836e-05
700.950642283915	3.503060696842197e-05
701.1481096734836	3.5751281728475446e-05
701.4124132887399	1.8636871564987834e-05
701.952699810817	1.734811077577449e-05
702.6461311359807	2.807929877612962e-05
702.9514928428837	7.531596308181576e-05
703.0693031011588	0.00040420591803673277
703.5750005641811	0.0007143710895072786
704.0731707315935	7.281447353354058e-05
704.389906180652	4.570916370516835e-05
704.5783654290392	0.00011781349834947652
704.6424939769176	5.2498125464683704e-05
705.0971159641454	4.3882351325310984e-05
705.5886921546575	1.5125533668303666e-05
705.9397108051476	3.4172465336966494e-05
707.0537098392089	0.0008179381635490101
708.0535195314253	0.00018868047370170082
708.3104522065242	3.0019729675286317e-05
708.7556326087243	2.881310461322717e-05
709.0563441012562	0.00011241278838653561
710.0353592875421	5.458075899734511e-05
710.3045694431419	5.154848365027778e-05
710.4881647177223	9.06481485062616e-05
710.5393411499447	2.4120483839206174e-05
710.6722218653307	2.61677649383704e-05
711.0586839346192	0.00013302055558812384
711.3108833736018	1.8830782265412733e-05
711.436160367065	2.7725503481033337e-05
712.0669226405656	2.5056579113101046e-05
712.6547028419079	0.0005279455970890314
713.45167068339	0.0003768814932492323
714.1028890215382	2.0561598836041144e-05
714.2199437574444	3.347967988883471e-05
714.4545068745513	3.514331786815078e-05
714.9410861111368	3.178622194457054e-05
716.1246948984053	0.025774899956771718
716.4277253349082	3.493860820220034e-05
717.1279849960122	0.008829486694072939
718.1304573684025	0.0014828527753723776
718.9763722271555	6.676433183247256e-05
719.0449972614884	7.970425680978764e-05
719.1526380027816	0.0005148850877216675
720.0716410003292	0.0005971348549888737
720.1595430121426	4.972037457876858e-05
721.0799187835405	0.005229395672502507
721.9140052930869	2.5044198248851908e-05
722.0833804935924	0.001564105319609293
722.7777187309882	2.2983135271115276e-05
723.0843140451068	0.00018923218885668963
723.4939543440948	5.331250719209558e-05
724.5115426482587	2.8520737549665234e-05
724.7660027560465	2.5729446751908654e-05
725.5566604832095	0.0020774346285758398
726.2777171979624	8.360239115786825e-05
726.5599356839318	0.0003627750815475427
726.6688157791093	3.0226990318983917e-05
727.0328264132047	2.897326118415851e-05
727.2961395421502	2.6289876904408094e-05
727.5720047477237	3.1527673749808004e-05
728.1371962510798	7.730176443992778e-05
731.6061175372674	5.980560350205186e-05
731.9304928825047	4.147879108041513e-05
732.4187438285951	2.0068220849291964e-05
732.5524085561982	2.3806532780737397e-05
732.9637526739737	7.39434670549453e-05
733.04193547077	2.8430385340914295e-05
733.9468673051948	3.1307041833346476e-05
734.5687706108902	0.00041971498061049
734.9529868467522	0.0005498902970174037
735.4365004603699	2.3312724525591425e-05
735.5722552017492	6.771234709617441e-05
735.9578203818654	2.779384308731052e-05
736.0466937088185	7.468111392273039e-05
736.3199912491165	2.3404516327177538e-05
737.0538845298995	0.004189915938474145
737.4517638198132	0.00014268918161200852
738.0575313448077	0.0008498433881492595
738.3360682033626	2.354174098581545e-05
738.4552340490206	2.4100350568966183e-05
738.7660333260758	3.0173604642850393e-05
739.0895485030611	0.0003703282969977167
739.467565434267	0.0015082366503779156
740.0934193229867	5.829731512853111e-05
740.4708789205872	0.0003314380390784773
740.6649608714208	3.63119157404639e-05
741.1397619118324	3.353325325128402e-05
741.5306402771538	0.013537225676580555
742.0536224407867	2.29659170302271e-05
742.2333562804911	2.21359613864757e-05
742.5340613103641	0.005096629576622823
742.6650474117503	4.2988280151825663e-05
742.9368992664953	2.5973442753227426e-05
743.0615527159531	0.00039152425944273344
743.5485479242017	0.0006420952229417558
744.065024756573	6.672096392484202e-05
744.4940809535083	5.1725104839376096e-05
744.5510973270991	0.00010440724582952315
744.8912128287835	5.466893265613589e-05
745.4819081919185	2.7622342626244204e-05
746.634124369709	4.874236589628431e-05
746.8761700643252	3.747854974240692e-05
747.189235104146	0.00010850173037056368
748.0479452453897	4.440657422629604e-05
748.2074281824732	2.7174127725805146e-05
