m/z	intsy
711.28469274535	1.0562432318794666e-06
711.3218678229308	1.8668304903906477e-06
711.3917871295124	3.3527778604390604e-06
711.4373206006715	0.0010326261033924734
711.4933455891831	0.002589921498695576
711.574740749818	2.027332867982632e-07
711.6232041910946	1.6522567010123917e-06
711.6806210584064	9.09495972084048e-07
711.7581544619514	3.436659947235887e-07
711.8264931131682	1.6150609619880048e-06
711.867680053682	6.775273204105957e-07
711.9505201912265	7.404123052970289e-07
712.0154809277574	1.0638174418708085e-06
712.0780649692967	1.9080343967966925e-06
712.1469868444073	1.1551371380628295e-06
712.1858231772565	7.625570402059082e-07
712.224176019038	4.1782812838054577e-07
712.2518766548393	5.23880979552308e-07
712.3268189076904	2.3524855487337232e-06
712.3962601879758	5.777848858068354e-05
712.4417649605643	0.0003180156829797439
712.4937466437062	0.00033022749589402484
712.5911326610462	6.440898864165301e-07
712.6360221379089	9.190000966512101e-07
712.6673842856914	1.0541329405952931e-06
712.7306066839159	8.396633332920625e-07
712.7905120616498	8.467351469459784e-07
712.9070453843502	6.716410402818367e-07
712.9754031219309	4.4286271199470713e-07
713.0134590594367	3.3444937602547197e-07
713.0437556348317	5.212790747571454e-07
713.1088726848269	7.016113374399453e-07
713.2110976422262	2.064442142829695e-06
713.2529632992968	6.424103246288652e-08
713.2742801659092	2.283860701111031e-07
713.3071213830666	1.130863555866026e-06
713.341637869252	2.6139789259972517e-06
713.4002965251328	4.776397318778605e-06
713.4531930292488	0.013954877052270574
713.4887968844314	3.58390955800408e-05
713.537114489518	4.782046368232394e-07
713.5741590688903	1.9903961579088883e-06
713.627378956052	5.47553784647488e-07
713.662077492729	7.628639070864635e-07
713.7037790418648	2.089335801073622e-07
713.7465507836283	8.100006993885314e-07
713.8149119034024	6.051021315486126e-07
713.8342249794836	3.660240659415466e-07
713.8574925842199	1.1034345185557872e-06
713.9171659225606	6.057592431447433e-07
713.9638268111465	3.823316584220561e-07
714.0016502607873	2.4831786379185195e-07
714.0479448251682	8.531624858515889e-07
714.1143588662027	1.0353385508788843e-06
714.1981502555491	8.517755638880721e-07
714.2526122168409	3.7202818536234525e-07
714.2837147715261	6.23068344133375e-07
714.3753511862435	1.3293577134944486e-05
714.4119712216803	0.0002595083228802607
714.4565915584669	0.005461040173751778
714.4933659886237	1.7663726979901899e-06
714.5433307615209	3.5334827398655056e-07
714.5799932424906	2.503098333344958e-07
714.6173705871996	1.595416277344303e-07
714.6693203113851	1.2150246474175432e-06
714.721532834237	5.692844795544662e-07
714.7542401622745	4.984947044650346e-07
714.7846389685238	2.0449173065292714e-07
714.8482333092464	4.184294037574296e-07
714.8860588746217	4.694104804721625e-07
714.9225373459612	1.1147637965144754e-06
714.9779232489445	3.042109231431923e-07
715.0449816813091	1.1096873774270886e-06
715.0798456110533	2.937314163878763e-06
715.1211883907289	7.035841393757601e-07
715.1745248273528	6.411302287728651e-07
715.2275986593111	1.03258941546354e-06
715.2832116045365	1.2057872149982332e-06
715.3286906223717	1.8286543592181373e-06
715.378029294936	1.2170724547833674e-06
715.4153937012175	1.8255242188803403e-05
715.457279565641	0.000998601046962226
715.5533194834874	1.0625390823358391e-06
715.5786792989852	2.4529743079430044e-07
715.602870152594	2.7904782433506733e-07
715.6260166861705	2.906573104315983e-07
715.6490348278045	2.2277492159427502e-07
715.7043327185365	4.2451286734267475e-07
715.7864650430614	6.854787874966537e-07
715.8445158155655	4.131344694975695e-07
715.9009636519535	9.63534540148626e-07
715.9318761779315	9.739144774933916e-07
715.965585982362	2.4002501781734194e-07
716.0082233985122	2.5780992359799964e-07
716.0461222656481	2.938443768391991e-07
716.0839716894808	7.993165557877214e-07
716.142919795681	7.45375760949008e-07
716.2167936425808	8.425686902629578e-07
716.2463087717629	1.1680200502988628e-06
716.3413783616027	1.7557057996537885e-06
716.3913563712173	6.9046905868801025e-06
716.4276237000947	0.001040157441591138
716.4544205242672	7.610420784390986e-05
716.5632560347611	1.0298281602608365e-06
716.6240353514362	7.586534401473264e-07
716.6652270155073	1.6986750936209786e-07
716.6956268833393	4.6489808685615854e-07
716.7543462585533	5.234850546215838e-07
716.8030792425131	9.215006707141583e-07
716.9218089863602	4.2874303520036777e-07
716.9775122651147	1.3590544214968661e-06
717.0307544631978	8.230641711529365e-07
717.0650424194906	3.459432400649213e-07
717.1263972349544	8.120354063523944e-07
717.185154018655	9.831569711203613e-07
717.2345803524604	8.71180888463764e-07
717.3165798908794	1.6446847210434368e-06
717.3471951818981	3.929598357070796e-07
717.4310499934463	0.00026247601803063464
717.5328958582847	2.56301339955494e-07
717.6034128927903	1.0907773696653558e-06
717.6474753024313	1.8276655101014986e-06
717.7159119831895	7.472825355192627e-07
717.7755627710507	1.5988771802951373e-06
717.8425546133685	7.782619160375022e-07
717.881691831617	3.214136551863007e-07
717.9155269045003	2.391696994776796e-07
717.9378857234523	1.9765434792951494e-07
717.9922684017389	6.314290590085794e-07
718.0676136124522	1.7707980715010974e-06
718.1465714122058	6.217272438665883e-07
718.1858166828067	1.4445844855068032e-06
718.2281254937377	5.083058383192756e-07
718.2648313880736	4.379745841334505e-07
718.3014411739475	8.542916952709712e-07
718.3715721329168	2.411955114574868e-06
718.4062928817882	6.818945950672966e-06
718.5130539374321	2.2023536158432233e-06
718.6332369232217	7.850845454152301e-07
718.7311983879982	1.034998354749746e-06
718.7634670723412	1.0400988770073004e-06
718.80006841371	5.301950098174636e-07
718.8558959002668	1.1887877568239822e-06
718.9315449638602	1.258924863182955e-06
718.9634622360823	5.035437230686237e-07
719.0051937104876	4.1746495932025224e-08
719.0335626446216	3.418121351050178e-07
719.1092969353668	4.387171891702374e-07
719.1606026677331	1.7525116201391473e-07
719.1931119823961	3.258484619173248e-07
719.2172650038553	2.6059903653119224e-07
719.2707535701084	6.753794941325306e-07
719.3263136221668	1.07065247213006e-06
719.3695864279184	6.379561986244208e-06
719.4232669064959	3.3767845883141544e-06
719.4613383834161	7.289442075711012e-07
719.5250968325628	3.454086889258241e-07
719.575262400244	6.508499930398829e-07
719.598150234899	4.315611078919654e-07
719.635457060669	3.4130093792527923e-07
719.6778007821972	3.02351476228558e-07
719.7128916876978	3.2827159839194574e-07
719.7373246831795	6.36477555165157e-07
719.7811820090827	4.261818622183434e-07
719.8216215703235	1.923911371578791e-07
719.8598834575834	4.388003753113214e-07
719.907690430434	5.994438499411737e-07
719.9477267716638	5.81149368167238e-07
719.9890634481415	2.217225566141584e-08
720.0326029788332	3.3050405053148223e-07
720.1369979783938	3.9927598830619126e-06
720.2019802008862	1.1745337413313318e-05
720.3761095720838	2.682129148565175e-06
720.4213089177215	1.5783529483699812e-06
720.4526136048001	2.7937622883074475e-07
720.5421203714776	1.5541805622541619e-06
720.590553334841	4.8000862782692e-07
720.6505453550922	6.577387658971734e-07
720.7001622867317	9.727317116498517e-07
720.7875253660552	2.2677128883593763e-07
720.8477916796999	8.636971353120242e-07
720.8824440345752	2.893476210497227e-07
720.9417244061722	8.837363985677607e-07
720.9697379694632	7.91798091687412e-07
721.047644223129	1.0925401667548778e-06
721.1182271963143	7.267008966434938e-07
721.1470889061399	7.498084237916852e-07
721.242708685818	1.4499714047407974e-06
721.31805752467	1.735654696341163e-06
721.3905523429925	1.4362819613266405e-06
721.4787729272658	8.03490196396206e-05
721.5507450365392	4.0039881534198463e-07
721.610679234844	6.083456936003269e-07
721.6498661836815	4.2138809966736744e-07
721.6856614349431	3.6765024341656294e-07
721.7484978055837	4.957177821163718e-07
721.8033002800038	1.2353153379468366e-06
721.9250520841712	2.203179068360183e-06
721.985737172185	4.800370857921106e-07
722.021165079437	5.396655682563163e-07
722.0538105311721	6.494018482433295e-07
722.1306954820095	7.903881675528096e-07
722.1571906193133	1.073417468031076e-06
722.2045613105341	1.531082214678024e-06
722.3130310372508	1.7941126813122905e-06
722.3546070861084	1.3183436467456256e-06
722.4399246020462	2.0598110850896432e-06
722.4822706557279	6.4681467198853855e-06
722.5471560798383	0.00011094570057680615
722.6837214890214	7.789671690631142e-07
722.7199250870518	6.696140748002167e-07
722.7496566428956	2.5219999470527433e-07
722.8146426100147	1.6391965619771715e-06
722.8571482940021	4.070111479949518e-07
722.8901375924295	2.87974533856526e-07
722.9356643493353	6.442763439975014e-07
722.9711398228072	7.17975014017987e-07
723.0498029153007	4.6527542011067545e-07
723.1010355967661	4.838017831868259e-07
723.1468916622713	7.778933529399689e-07
723.1893237425202	7.24164679645484e-07
723.2253050809994	1.3691908911985943e-06
723.2563102751396	1.7881738471959575e-06
723.365225646807	2.434774227151096e-06
723.4315819487214	3.6625636965995718e-06
723.494899727434	0.006890734074349222
723.5507339908091	1.012302971673621e-05
723.5969295613423	3.169458375289096e-07
723.6548364288108	2.6262227636572374e-07
723.6767303980778	4.11350935095486e-07
723.7093663395298	8.115168847787417e-07
723.7794725122403	1.3261496029655854e-06
723.842774619996	4.859516841794849e-07
723.9071439056421	9.845060630533503e-07
723.9665917193453	7.305124104847818e-07
724.0254389248607	3.8697251503070356e-07
724.0662890313536	3.5268958968352193e-07
724.1215645190973	1.8894087608915929e-06
724.167608586782	4.171397514124065e-07
724.1988415445855	1.0742753907579813e-06
724.2623479202861	1.366111986320015e-06
724.3306806444848	1.7053646944251845e-06
724.3962677434328	1.6326887005576142e-05
724.4982187589517	0.0027781033935142118
724.6237802364869	1.1015400734482153e-06
724.7697162331984	1.2759341572295909e-06
724.8414239424454	5.936178120549845e-07
724.9042838292937	9.553964439673537e-07
724.9445157275032	5.087994676257473e-07
725.02173955798	2.158003478245475e-06
725.0966092804927	1.2760420725473608e-06
725.1341472258534	4.163169878568263e-07
725.1602539436834	3.867240484758906e-07
725.2218372156985	1.9189519613494512e-07
725.2547521251445	1.409257343878253e-07
725.310620636079	7.232126710042046e-07
725.3909451770662	5.837630905434485e-06
725.45246178337	1.2428001033703552e-05
725.5109003565439	0.0010209464142778284
725.5580775093193	0.0001697590886517219
725.651767084172	9.608896550571983e-07
725.7779245469402	1.019102784484266e-06
725.807471261384	6.080342372094998e-07
725.8441008855583	6.074308876345546e-07
725.9311267524239	3.276757563820432e-07
725.9812896059681	7.224521297191121e-07
726.030363088205	1.896131814795195e-07
726.0642103993508	7.426107351240818e-07
726.1075107732928	1.3379454281068178e-06
726.1746982359182	4.709690638919924e-07
726.2116865106123	6.843407790765938e-07
726.2582178945378	1.2822965521106064e-06
726.3390885894058	1.079184028801345e-06
726.3736928504889	2.5447040730458362e-05
726.411246319504	3.0381543854147324e-05
726.4685037458305	9.925329903990767e-06
726.514298122072	0.0003450971595410839
726.5613949866697	3.263377998717824e-05
726.6362205076139	8.103294701288587e-07
726.6658083505687	6.660907478057265e-07
726.7250959350102	8.472921391056317e-07
726.7819369063959	1.3419439257772364e-06
726.8412072282681	1.2554517081747487e-06
726.9061572984597	8.322123833363672e-07
726.9390531778203	6.67644143364025e-07
727.0287493680536	1.5938646542483075e-06
727.1207673598373	7.506833720908416e-07
727.1979553655385	5.807411460263699e-07
727.2542162426678	4.627797575379104e-07
727.2971182879049	8.14761471208742e-07
727.32921300478	9.378119876510866e-07
727.3724047284721	2.784782922737069e-06
727.4184509740426	3.2547525672871723e-06
727.4681220851326	5.5143823166341355e-05
727.5159731015032	1.6563007035784245e-05
727.5743237473606	1.6911483033973607e-06
727.6198027450952	1.346756076843242e-06
727.6934784328687	7.300001747025812e-07
727.7290208932853	4.169683100927329e-07
727.7594638925308	4.796131547197173e-07
727.7878614277938	4.872492751527782e-07
727.8163209804025	6.923174994927232e-07
727.8700758478149	9.098668875744605e-07
727.907740159719	2.9687542614285684e-07
727.9475725701736	1.1426930616086796e-06
728.0212548005569	1.7036897661037654e-06
728.0925378413106	1.4313788707076755e-06
728.1497392560626	4.416704157399969e-07
728.1975094416126	8.547191037644653e-07
728.2341831827165	4.1971247360366605e-07
728.2836470672555	1.6523082711553353e-07
728.3350001619375	1.3537716289386032e-06
728.3917788512545	6.379534162219311e-06
728.4276138502574	3.850584737542976e-05
728.475337811471	4.040186016002592e-06
728.5212406724229	0.00026093178961944513
728.5758038361199	5.877264385282181e-07
728.6018721980329	5.629808160269371e-08
728.6574893912317	1.2138514367544732e-06
728.7082025329354	2.922580662444252e-07
728.7443065340685	4.856488543039042e-07
728.8062810486077	1.4980820174197903e-07
728.8373730995172	5.543326229141961e-07
728.861613169958	9.395746618320745e-07
728.8923751649107	6.209493407740664e-07
728.9354242786706	8.507677303823275e-07
728.9958056374122	1.5538141413269634e-07
729.0243585995219	3.268327485577195e-07
729.0845765576735	3.9272550578982233e-07
729.1116587969997	6.594806050853071e-07
729.1698401817041	1.4199905025252496e-06
729.2546435106578	6.020190693034641e-07
729.3421746386038	2.758090124710409e-06
729.3916642831385	8.641282048893202e-07
729.4297904779454	3.471746717693745e-06
729.4703208233129	1.2945416547823876e-06
729.5248184250629	3.492782395877389e-05
729.5575640035701	3.13599426343039e-07
729.6121828345064	1.4979477753402608e-06
729.6586449923147	1.5679528952214135e-06
729.695692674362	2.5736041364598225e-07
729.7775966637852	1.9411245270315457e-06
729.8344628536017	3.1534328821838826e-07
729.8670348066667	1.9188424766075716e-07
729.9046075474299	1.6874892532540302e-07
729.9359091674509	2.974711980716548e-07
729.9600353519448	4.948109253648519e-07
730.044230923158	5.995150574950952e-07
730.0704829447288	3.9121568563851683e-07
730.0985744630489	4.76484675133693e-07
730.1667323316541	8.702869885511543e-07
730.1954664315517	7.247509946599428e-07
730.2337091106616	8.016723472263573e-07
730.2733533198887	6.799063839618827e-07
730.2999838419173	3.2948613163702046e-07
730.3288280543744	1.0179815586035455e-06
730.4063971159911	7.016177026071327e-06
730.467533274819	1.7378245618091752e-06
730.5217304280131	1.7731470603293908e-06
730.5616307382293	6.10626598235937e-07
730.5952158461536	4.25227183555617e-07
730.641295870305	5.493105441558109e-07
730.6689817905203	6.285875730407506e-07
730.7252898956818	3.9624514805724364e-07
730.7869841544906	1.625799483616829e-07
730.8221451988256	2.831364363179662e-07
730.8458143065383	4.654056746822703e-07
730.8734485006393	1.0791160798707956e-07
730.898021053966	2.682238309941149e-07
730.9756132022801	1.9048427336998064e-06
731.02121433521	8.444997684493629e-07
731.0540948283698	1.2500567382336268e-06
731.1205740502273	9.977435616937233e-07
731.1975659509783	8.947376925446288e-07
731.2564398425875	1.2151212234567899e-06
731.3226683307321	1.2348796463267483e-06
731.3707749574703	1.6409219919251538e-06
731.4395816677836	2.0531002828841176e-06
731.5008565132886	1.2179341080596562e-06
731.5409542241459	9.171818346688798e-07
731.607550294673	4.960142514292484e-05
731.6816681311054	3.420506038150794e-07
731.7378191357527	1.1954311360126889e-06
731.7815765689157	8.237933275494291e-07
731.8255439985833	2.6629371921725064e-07
731.85269463587	4.452862629629237e-07
731.8898933669666	1.2940403453151574e-06
731.9343269105029	1.0818905252459053e-06
732.0692696217941	3.620110834835439e-07
732.099449307452	8.654050491010912e-07
732.1538548082414	8.196984317234682e-07
732.2261605236124	1.6535393897622386e-06
732.2793167232253	2.940104284215165e-07
732.3049277087899	4.100557983139057e-07
732.3850624024743	3.993652660582429e-06
732.4226103108449	0.00017455119447663407
732.5548826567735	2.795127565057646e-06
732.6108711772107	6.140742113554485e-06
732.6677019936508	6.011984286925123e-07
732.7368802376695	4.874717257089969e-07
732.7864349642845	3.005309592402918e-07
732.8214655247059	7.15186507138977e-07
732.8486444299504	7.612112920509076e-07
732.8751031208116	4.031262490541028e-07
732.929019511802	7.157839140992758e-07
732.9545126174052	6.239618885941755e-07
733.0010418012972	1.6816963838871218e-06
733.0449294088729	4.787605947200697e-07
733.0916194401922	1.5391096372061943e-07
733.1207360256141	3.0184406709642903e-07
733.2011470255679	2.5118809185824796e-06
733.2653466470804	2.9950108919317336e-07
733.3102835584643	8.372108423449245e-07
733.3828088085271	3.08398400571e-06
733.4261088562878	1.254830153080355e-05
733.4668159513616	9.510790001656174e-07
733.5183026122099	3.373310397451464e-07
733.5585474547165	9.847829507437121e-07
733.5853154923905	3.6674710686925386e-07
733.6137167179452	4.692814324722633e-07
733.6633877827875	1.0640560726519693e-06
733.7354554366286	6.064500217060414e-07
733.8066856547714	3.476889611908282e-07
733.9102883716656	2.0577436182607543e-07
733.9859574007837	1.2405478608927829e-06
734.0232298573707	4.2256879483160067e-07
734.0567534091803	5.883727146346521e-07
734.1053894112431	6.852563627227934e-07
734.1572896246969	4.143950309137024e-07
734.2157044067326	1.0120840186149877e-06
734.271391733069	7.36741199115509e-07
734.2996228834588	7.816806858374806e-07
734.325552146195	1.1022593597376629e-06
734.3616008939648	1.345972901145099e-06
734.4298840306375	2.352330726442677e-06
734.4997319560483	6.796901921247671e-07
734.5708403899584	0.0008220062599530607
734.6276421514534	5.002087712900033e-07
734.6664816032221	2.598629429276201e-07
734.7216422367144	1.3755824282647548e-06
734.772822843613	1.7211588813701078e-06
734.8333200229353	9.152534346537196e-07
734.8893984817199	8.638474041310835e-07
734.932610016897	9.672757985317558e-07
734.9725504378818	3.4962113640621574e-07
735.0171659767004	4.7437418144680025e-07
735.0729505175598	8.531279709908956e-07
735.1682805591605	1.1759847408612544e-06
735.22318486118	1.7973030114312166e-07
735.2682576699701	7.356844054400318e-07
735.2959283364368	5.441199721281824e-07
735.3526932259839	2.6137961698450253e-06
735.4344153346271	1.1836560387476631e-05
735.4953099252725	1.3460013978973302e-06
735.5364339312936	2.805460444846804e-07
735.5742748041184	0.00025022106031187644
735.6468350365086	1.3935803035149142e-06
735.722858650631	9.50467263989263e-07
735.8008827452543	5.601043833785982e-07
735.8701609307801	1.8046072517422041e-06
735.9538894347121	2.008823370110458e-06
736.0095211071239	7.701292476143058e-07
736.0339381624432	5.867000723908208e-07
736.0749446434183	7.149261372900159e-07
736.1137226617477	6.060321599041595e-07
736.1453884721905	4.71824271174916e-07
736.2411881282784	5.966314938987176e-07
736.2734099863122	4.6539618687718685e-07
736.3311172126078	1.2364219293015778e-06
736.445533762483	2.775532441797958e-06
736.5207304478511	2.0153676542234752e-06
736.5775738360182	9.204718867434706e-06
736.61537750809	1.6380173821779811e-07
736.6552831657868	1.1594063408123603e-06
736.7031520063935	6.310382068070725e-07
736.7443680352076	1.8956502231613058e-07
736.7685394930505	2.865691152166887e-07
736.7999297938479	7.458708770406252e-07
736.8530891669241	6.161054350617852e-07
736.9236446544091	4.5836984158083066e-07
736.9880482642224	1.6089043040218957e-07
737.030718877308	1.5452838344895918e-07
737.0862926618016	5.329531406484581e-07
737.1613913972758	9.180832000398377e-07
737.2240630564154	4.484254059357416e-07
737.33699315071	2.5416063741271913e-06
737.3774291731614	1.053317072449786e-06
737.452805415181	0.0007271401039490291
737.5101954612036	3.4381686378087577e-06
737.6085627283875	7.933152395785725e-07
737.6578725907115	1.5452753170140928e-07
737.6908925810226	4.074434794855528e-07
737.737738755948	4.2713688607359264e-07
737.7665919677343	4.953240453284229e-07
737.8187298236045	5.891003094982532e-07
737.8525783459469	7.569223842053825e-07
737.9402090604337	6.550587959485723e-07
737.9788729166801	6.825198301235089e-07
738.0285371300129	8.186176824421009e-07
738.0701349692949	5.146445782871491e-07
738.1234978333583	2.1849057715670787e-06
738.1929142321476	1.272163553051662e-06
738.3052880855083	1.4596407152794656e-06
738.4120442106707	6.150649269950496e-05
738.4565344578375	0.00018292581351633745
738.5213983581094	0.00031855752022087974
738.612678925435	9.697523400025002e-07
738.6537401089494	1.12920973986123e-06
738.7206414685445	5.734835822988446e-07
738.7693671774847	6.077048538143492e-07
738.80133974106	5.794148632452072e-07
738.9008952105096	1.1757307798739681e-06
738.9390212437249	4.329178377522411e-07
738.9695180468336	5.483137577095395e-07
739.0280575069165	4.2032212446279934e-07
739.0631129752267	8.86945633243617e-07
739.1427369799036	9.355839502237811e-07
739.1820440225307	7.715738158079513e-07
739.206964432977	4.294873561588775e-07
739.2442366601695	1.0927392859716838e-06
739.2897541437549	6.587997349337075e-07
739.3665137996534	2.0523007259946054e-06
739.4689058549085	0.024953051457818645
739.5247895120796	5.828093578743347e-05
739.5730416128183	8.98712876651608e-07
739.6286478576001	8.730727711656976e-07
739.695647908141	5.203787464987632e-07
739.7444593425732	1.8496229389728457e-07
739.7729151346233	4.911873652597599e-07
739.7982962138701	3.610623602017012e-07
739.8580404041488	9.87554394110038e-07
739.9032690290394	7.970659379144401e-07
739.9459134716246	1.9436718119709446e-07
740.0006393908977	1.6010241133294602e-06
740.1331251518745	7.699797438719406e-07
740.1690284871021	2.3747321918732893e-07
740.225021253375	5.990069508263038e-07
740.2767575639207	7.321978796003306e-07
740.4289535694683	1.0488949674675574e-05
740.472321436915	0.01051812331224831
740.5575159450509	2.072008809869035e-06
740.5998433458982	9.974859993781637e-07
740.6795284659498	1.910045908743741e-06
740.7705113028948	5.874153930513764e-07
740.8179548576809	1.0018508154367665e-06
740.8969593583115	2.210841144299904e-06
